,Episodes,Avg_rewards,alpha,gamma,epsilon
8121,81211,307.1,0.6,0.99,0.1
8122,81221,275.5,0.6,0.99,0.1
8123,81231,235.7,0.6,0.99,0.1
8124,81241,199.7,0.6,0.99,0.1
8125,81251,284.2,0.6,0.99,0.1
8126,81261,266.4,0.6,0.99,0.1
8127,81271,243.6,0.6,0.99,0.1
8128,81281,185.0,0.6,0.99,0.1
8129,81291,185.4,0.6,0.99,0.1
8130,81301,136.9,0.6,0.99,0.1
8131,81311,170.6,0.6,0.99,0.1
8132,81321,188.3,0.6,0.99,0.1
8133,81331,263.5,0.6,0.99,0.1
8134,81341,156.1,0.6,0.99,0.1
8135,81351,207.4,0.6,0.99,0.1
8136,81361,196.8,0.6,0.99,0.1
8137,81371,145.9,0.6,0.99,0.1
8138,81381,183.7,0.6,0.99,0.1
8139,81391,226.8,0.6,0.99,0.1
8140,81401,177.8,0.6,0.99,0.1
8141,81411,173.9,0.6,0.99,0.1
8142,81421,240.9,0.6,0.99,0.1
8143,81431,235.7,0.6,0.99,0.1
8144,81441,187.9,0.6,0.99,0.1
8145,81451,256.3,0.6,0.99,0.1
8146,81461,198.1,0.6,0.99,0.1
8147,81471,298.2,0.6,0.99,0.1
8148,81481,312.3,0.6,0.99,0.1
8149,81491,213.3,0.6,0.99,0.1
8150,81501,262.9,0.6,0.99,0.1
8151,81511,208.4,0.6,0.99,0.1
8152,81521,274.2,0.6,0.99,0.1
8153,81531,245.7,0.6,0.99,0.1
8154,81541,177.7,0.6,0.99,0.1
8155,81551,207.1,0.6,0.99,0.1
8156,81561,199.6,0.6,0.99,0.1
8157,81571,223.7,0.6,0.99,0.1
8158,81581,308.2,0.6,0.99,0.1
8159,81591,183.9,0.6,0.99,0.1
8160,81601,309.9,0.6,0.99,0.1
8161,81611,265.9,0.6,0.99,0.1
8162,81621,307.5,0.6,0.99,0.1
8163,81631,294.7,0.6,0.99,0.1
8164,81641,264.8,0.6,0.99,0.1
8165,81651,267.3,0.6,0.99,0.1
8166,81661,186.6,0.6,0.99,0.1
8167,81671,192.8,0.6,0.99,0.1
8168,81681,218.8,0.6,0.99,0.1
8169,81691,194.0,0.6,0.99,0.1
8170,81701,201.2,0.6,0.99,0.1
8171,81711,188.4,0.6,0.99,0.1
8172,81721,213.2,0.6,0.99,0.1
8173,81731,160.3,0.6,0.99,0.1
8174,81741,163.1,0.6,0.99,0.1
8175,81751,214.0,0.6,0.99,0.1
8176,81761,299.3,0.6,0.99,0.1
8177,81771,251.6,0.6,0.99,0.1
8178,81781,248.5,0.6,0.99,0.1
8179,81791,275.4,0.6,0.99,0.1
8180,81801,205.2,0.6,0.99,0.1
8181,81811,240.5,0.6,0.99,0.1
8182,81821,258.9,0.6,0.99,0.1
8183,81831,159.4,0.6,0.99,0.1
8184,81841,312.8,0.6,0.99,0.1
8185,81851,226.7,0.6,0.99,0.1
8186,81861,196.4,0.6,0.99,0.1
8187,81871,293.4,0.6,0.99,0.1
8188,81881,200.3,0.6,0.99,0.1
8189,81891,176.9,0.6,0.99,0.1
8190,81901,184.6,0.6,0.99,0.1
8191,81911,173.5,0.6,0.99,0.1
8192,81921,227.1,0.6,0.99,0.1
8193,81931,225.7,0.6,0.99,0.1
8194,81941,201.9,0.6,0.99,0.1
8195,81951,210.4,0.6,0.99,0.1
8196,81961,188.4,0.6,0.99,0.1
8197,81971,163.2,0.6,0.99,0.1
8198,81981,166.3,0.6,0.99,0.1
8199,81991,182.1,0.6,0.99,0.1
8200,82001,272.1,0.6,0.99,0.1
8201,82011,185.3,0.6,0.99,0.1
8202,82021,182.7,0.6,0.99,0.1
8203,82031,241.5,0.6,0.99,0.1
8204,82041,289.0,0.6,0.99,0.1
8205,82051,326.0,0.6,0.99,0.1
8206,82061,239.8,0.6,0.99,0.1
8207,82071,288.9,0.6,0.99,0.1
8208,82081,289.9,0.6,0.99,0.1
8209,82091,238.1,0.6,0.99,0.1
8210,82101,223.9,0.6,0.99,0.1
8211,82111,164.5,0.6,0.99,0.1
8212,82121,217.2,0.6,0.99,0.1
8213,82131,191.5,0.6,0.99,0.1
8214,82141,199.0,0.6,0.99,0.1
8215,82151,211.9,0.6,0.99,0.1
8216,82161,219.7,0.6,0.99,0.1
8217,82171,253.3,0.6,0.99,0.1
8218,82181,185.6,0.6,0.99,0.1
8219,82191,165.0,0.6,0.99,0.1
8220,82201,221.0,0.6,0.99,0.1
8221,82211,236.9,0.6,0.99,0.1
8222,82221,246.4,0.6,0.99,0.1
8223,82231,122.5,0.6,0.99,0.1
8224,82241,192.9,0.6,0.99,0.1
8225,82251,212.2,0.6,0.99,0.1
8226,82261,233.5,0.6,0.99,0.1
8227,82271,172.0,0.6,0.99,0.1
8228,82281,149.5,0.6,0.99,0.1
8229,82291,250.7,0.6,0.99,0.1
8230,82301,221.6,0.6,0.99,0.1
8231,82311,211.8,0.6,0.99,0.1
8232,82321,244.0,0.6,0.99,0.1
8233,82331,288.5,0.6,0.99,0.1
8234,82341,162.5,0.6,0.99,0.1
8235,82351,343.1,0.6,0.99,0.1
8236,82361,244.9,0.6,0.99,0.1
8237,82371,233.3,0.6,0.99,0.1
8238,82381,212.5,0.6,0.99,0.1
8239,82391,248.0,0.6,0.99,0.1
8240,82401,185.8,0.6,0.99,0.1
8241,82411,199.0,0.6,0.99,0.1
8242,82421,282.4,0.6,0.99,0.1
8243,82431,166.9,0.6,0.99,0.1
8244,82441,225.1,0.6,0.99,0.1
8245,82451,219.0,0.6,0.99,0.1
8246,82461,183.8,0.6,0.99,0.1
8247,82471,279.7,0.6,0.99,0.1
8248,82481,204.5,0.6,0.99,0.1
8249,82491,223.4,0.6,0.99,0.1
8250,82501,268.4,0.6,0.99,0.1
8251,82511,182.9,0.6,0.99,0.1
8252,82521,321.2,0.6,0.99,0.1
8253,82531,239.8,0.6,0.99,0.1
8254,82541,150.7,0.6,0.99,0.1
8255,82551,209.6,0.6,0.99,0.1
8256,82561,201.3,0.6,0.99,0.1
8257,82571,236.7,0.6,0.99,0.1
8258,82581,225.1,0.6,0.99,0.1
8259,82591,219.6,0.6,0.99,0.1
8260,82601,303.6,0.6,0.99,0.1
8261,82611,215.6,0.6,0.99,0.1
8262,82621,197.1,0.6,0.99,0.1
8263,82631,231.1,0.6,0.99,0.1
8264,82641,207.2,0.6,0.99,0.1
8265,82651,245.7,0.6,0.99,0.1
8266,82661,221.2,0.6,0.99,0.1
8267,82671,245.2,0.6,0.99,0.1
8268,82681,251.3,0.6,0.99,0.1
8269,82691,251.8,0.6,0.99,0.1
8270,82701,217.8,0.6,0.99,0.1
8271,82711,227.1,0.6,0.99,0.1
8272,82721,274.7,0.6,0.99,0.1
8273,82731,201.4,0.6,0.99,0.1
8274,82741,213.9,0.6,0.99,0.1
8275,82751,206.0,0.6,0.99,0.1
8276,82761,212.3,0.6,0.99,0.1
8277,82771,171.0,0.6,0.99,0.1
8278,82781,262.9,0.6,0.99,0.1
8279,82791,193.4,0.6,0.99,0.1
8280,82801,176.6,0.6,0.99,0.1
8281,82811,262.0,0.6,0.99,0.1
8282,82821,176.6,0.6,0.99,0.1
8283,82831,284.4,0.6,0.99,0.1
8284,82841,258.2,0.6,0.99,0.1
8285,82851,165.8,0.6,0.99,0.1
8286,82861,244.1,0.6,0.99,0.1
8287,82871,267.6,0.6,0.99,0.1
8288,82881,150.8,0.6,0.99,0.1
8289,82891,225.4,0.6,0.99,0.1
8290,82901,214.4,0.6,0.99,0.1
8291,82911,243.4,0.6,0.99,0.1
8292,82921,207.8,0.6,0.99,0.1
8293,82931,205.2,0.6,0.99,0.1
8294,82941,211.7,0.6,0.99,0.1
8295,82951,209.3,0.6,0.99,0.1
8296,82961,210.9,0.6,0.99,0.1
8297,82971,210.5,0.6,0.99,0.1
8298,82981,193.0,0.6,0.99,0.1
8299,82991,223.3,0.6,0.99,0.1
8300,83001,244.5,0.6,0.99,0.1
8301,83011,268.5,0.6,0.99,0.1
8302,83021,219.1,0.6,0.99,0.1
8303,83031,226.9,0.6,0.99,0.1
8304,83041,225.0,0.6,0.99,0.1
8305,83051,220.7,0.6,0.99,0.1
8306,83061,188.5,0.6,0.99,0.1
8307,83071,284.9,0.6,0.99,0.1
8308,83081,205.5,0.6,0.99,0.1
8309,83091,241.2,0.6,0.99,0.1
8310,83101,230.7,0.6,0.99,0.1
8311,83111,178.4,0.6,0.99,0.1
8312,83121,171.8,0.6,0.99,0.1
8313,83131,306.1,0.6,0.99,0.1
8314,83141,169.6,0.6,0.99,0.1
8315,83151,238.3,0.6,0.99,0.1
8316,83161,223.1,0.6,0.99,0.1
8317,83171,163.2,0.6,0.99,0.1
8318,83181,186.2,0.6,0.99,0.1
8319,83191,212.6,0.6,0.99,0.1
8320,83201,231.9,0.6,0.99,0.1
8321,83211,210.8,0.6,0.99,0.1
8322,83221,285.4,0.6,0.99,0.1
8323,83231,280.4,0.6,0.99,0.1
8324,83241,257.5,0.6,0.99,0.1
8325,83251,325.1,0.6,0.99,0.1
8326,83261,257.3,0.6,0.99,0.1
8327,83271,222.9,0.6,0.99,0.1
8328,83281,250.8,0.6,0.99,0.1
8329,83291,258.8,0.6,0.99,0.1
8330,83301,280.4,0.6,0.99,0.1
8331,83311,318.2,0.6,0.99,0.1
8332,83321,275.9,0.6,0.99,0.1
8333,83331,214.5,0.6,0.99,0.1
8334,83341,305.3,0.6,0.99,0.1
8335,83351,242.6,0.6,0.99,0.1
8336,83361,203.0,0.6,0.99,0.1
8337,83371,261.8,0.6,0.99,0.1
8338,83381,212.5,0.6,0.99,0.1
8339,83391,254.7,0.6,0.99,0.1
8340,83401,282.3,0.6,0.99,0.1
8341,83411,211.7,0.6,0.99,0.1
8342,83421,308.8,0.6,0.99,0.1
8343,83431,206.1,0.6,0.99,0.1
8344,83441,270.0,0.6,0.99,0.1
8345,83451,203.1,0.6,0.99,0.1
8346,83461,284.6,0.6,0.99,0.1
8347,83471,230.2,0.6,0.99,0.1
8348,83481,218.5,0.6,0.99,0.1
8349,83491,230.4,0.6,0.99,0.1
8350,83501,177.7,0.6,0.99,0.1
8351,83511,263.7,0.6,0.99,0.1
8352,83521,208.5,0.6,0.99,0.1
8353,83531,212.9,0.6,0.99,0.1
8354,83541,242.6,0.6,0.99,0.1
8355,83551,254.9,0.6,0.99,0.1
8356,83561,268.8,0.6,0.99,0.1
8357,83571,170.1,0.6,0.99,0.1
8358,83581,292.2,0.6,0.99,0.1
8359,83591,256.3,0.6,0.99,0.1
8360,83601,309.2,0.6,0.99,0.1
8361,83611,257.9,0.6,0.99,0.1
8362,83621,236.0,0.6,0.99,0.1
8363,83631,290.8,0.6,0.99,0.1
8364,83641,287.9,0.6,0.99,0.1
8365,83651,279.8,0.6,0.99,0.1
8366,83661,202.2,0.6,0.99,0.1
8367,83671,213.3,0.6,0.99,0.1
8368,83681,257.4,0.6,0.99,0.1
8369,83691,275.4,0.6,0.99,0.1
8370,83701,229.0,0.6,0.99,0.1
8371,83711,205.5,0.6,0.99,0.1
8372,83721,174.8,0.6,0.99,0.1
8373,83731,230.9,0.6,0.99,0.1
8374,83741,173.3,0.6,0.99,0.1
8375,83751,202.9,0.6,0.99,0.1
8376,83761,227.6,0.6,0.99,0.1
8377,83771,256.4,0.6,0.99,0.1
8378,83781,292.7,0.6,0.99,0.1
8379,83791,264.7,0.6,0.99,0.1
8380,83801,284.9,0.6,0.99,0.1
8381,83811,213.7,0.6,0.99,0.1
8382,83821,200.1,0.6,0.99,0.1
8383,83831,281.7,0.6,0.99,0.1
8384,83841,295.5,0.6,0.99,0.1
8385,83851,286.1,0.6,0.99,0.1
8386,83861,266.3,0.6,0.99,0.1
8387,83871,160.0,0.6,0.99,0.1
8388,83881,127.6,0.6,0.99,0.1
8389,83891,269.2,0.6,0.99,0.1
8390,83901,323.4,0.6,0.99,0.1
8391,83911,275.7,0.6,0.99,0.1
8392,83921,330.6,0.6,0.99,0.1
8393,83931,274.9,0.6,0.99,0.1
8394,83941,208.2,0.6,0.99,0.1
8395,83951,167.6,0.6,0.99,0.1
8396,83961,263.0,0.6,0.99,0.1
8397,83971,240.0,0.6,0.99,0.1
8398,83981,257.1,0.6,0.99,0.1
8399,83991,324.7,0.6,0.99,0.1
8400,84001,242.7,0.6,0.99,0.1
8401,84011,237.3,0.6,0.99,0.1
8402,84021,245.9,0.6,0.99,0.1
8403,84031,255.5,0.6,0.99,0.1
8404,84041,175.1,0.6,0.99,0.1
8405,84051,292.7,0.6,0.99,0.1
8406,84061,311.0,0.6,0.99,0.1
8407,84071,240.4,0.6,0.99,0.1
8408,84081,271.2,0.6,0.99,0.1
8409,84091,232.7,0.6,0.99,0.1
8410,84101,203.3,0.6,0.99,0.1
8411,84111,153.5,0.6,0.99,0.1
8412,84121,231.6,0.6,0.99,0.1
8413,84131,188.0,0.6,0.99,0.1
8414,84141,223.9,0.6,0.99,0.1
8415,84151,188.5,0.6,0.99,0.1
8416,84161,279.2,0.6,0.99,0.1
8417,84171,238.7,0.6,0.99,0.1
8418,84181,276.4,0.6,0.99,0.1
8419,84191,264.6,0.6,0.99,0.1
8420,84201,254.0,0.6,0.99,0.1
8421,84211,293.6,0.6,0.99,0.1
8422,84221,257.9,0.6,0.99,0.1
8423,84231,216.2,0.6,0.99,0.1
8424,84241,260.0,0.6,0.99,0.1
8425,84251,283.1,0.6,0.99,0.1
8426,84261,212.5,0.6,0.99,0.1
8427,84271,244.5,0.6,0.99,0.1
8428,84281,250.1,0.6,0.99,0.1
8429,84291,246.4,0.6,0.99,0.1
8430,84301,253.6,0.6,0.99,0.1
8431,84311,258.2,0.6,0.99,0.1
8432,84321,233.3,0.6,0.99,0.1
8433,84331,214.9,0.6,0.99,0.1
8434,84341,204.6,0.6,0.99,0.1
8435,84351,205.6,0.6,0.99,0.1
8436,84361,166.4,0.6,0.99,0.1
8437,84371,192.1,0.6,0.99,0.1
8438,84381,227.8,0.6,0.99,0.1
8439,84391,198.6,0.6,0.99,0.1
8440,84401,211.8,0.6,0.99,0.1
8441,84411,225.4,0.6,0.99,0.1
8442,84421,234.5,0.6,0.99,0.1
8443,84431,301.2,0.6,0.99,0.1
8444,84441,266.5,0.6,0.99,0.1
8445,84451,240.5,0.6,0.99,0.1
8446,84461,194.2,0.6,0.99,0.1
8447,84471,207.9,0.6,0.99,0.1
8448,84481,163.5,0.6,0.99,0.1
8449,84491,200.0,0.6,0.99,0.1
8450,84501,275.9,0.6,0.99,0.1
8451,84511,170.2,0.6,0.99,0.1
8452,84521,160.3,0.6,0.99,0.1
8453,84531,235.7,0.6,0.99,0.1
8454,84541,147.8,0.6,0.99,0.1
8455,84551,202.4,0.6,0.99,0.1
8456,84561,205.6,0.6,0.99,0.1
8457,84571,162.1,0.6,0.99,0.1
8458,84581,194.5,0.6,0.99,0.1
8459,84591,197.3,0.6,0.99,0.1
8460,84601,222.8,0.6,0.99,0.1
8461,84611,300.0,0.6,0.99,0.1
8462,84621,212.9,0.6,0.99,0.1
8463,84631,234.6,0.6,0.99,0.1
8464,84641,222.7,0.6,0.99,0.1
8465,84651,258.8,0.6,0.99,0.1
8466,84661,234.0,0.6,0.99,0.1
8467,84671,300.3,0.6,0.99,0.1
8468,84681,221.4,0.6,0.99,0.1
8469,84691,202.2,0.6,0.99,0.1
8470,84701,267.1,0.6,0.99,0.1
8471,84711,211.7,0.6,0.99,0.1
8472,84721,320.5,0.6,0.99,0.1
8473,84731,285.0,0.6,0.99,0.1
8474,84741,246.8,0.6,0.99,0.1
8475,84751,239.8,0.6,0.99,0.1
8476,84761,394.8,0.6,0.99,0.1
8477,84771,180.3,0.6,0.99,0.1
8478,84781,145.1,0.6,0.99,0.1
8479,84791,240.9,0.6,0.99,0.1
8480,84801,242.5,0.6,0.99,0.1
8481,84811,240.6,0.6,0.99,0.1
8482,84821,265.5,0.6,0.99,0.1
8483,84831,202.0,0.6,0.99,0.1
8484,84841,170.0,0.6,0.99,0.1
8485,84851,253.2,0.6,0.99,0.1
8486,84861,283.6,0.6,0.99,0.1
8487,84871,255.8,0.6,0.99,0.1
8488,84881,191.9,0.6,0.99,0.1
8489,84891,180.8,0.6,0.99,0.1
8490,84901,181.0,0.6,0.99,0.1
8491,84911,254.6,0.6,0.99,0.1
8492,84921,245.5,0.6,0.99,0.1
8493,84931,226.6,0.6,0.99,0.1
8494,84941,207.7,0.6,0.99,0.1
8495,84951,218.3,0.6,0.99,0.1
8496,84961,219.8,0.6,0.99,0.1
8497,84971,183.1,0.6,0.99,0.1
8498,84981,331.3,0.6,0.99,0.1
8499,84991,188.6,0.6,0.99,0.1
8500,85001,222.6,0.6,0.99,0.1
8501,85011,177.8,0.6,0.99,0.1
8502,85021,302.7,0.6,0.99,0.1
8503,85031,290.3,0.6,0.99,0.1
8504,85041,175.0,0.6,0.99,0.1
8505,85051,199.8,0.6,0.99,0.1
8506,85061,133.3,0.6,0.99,0.1
8507,85071,200.6,0.6,0.99,0.1
8508,85081,195.2,0.6,0.99,0.1
8509,85091,272.7,0.6,0.99,0.1
8510,85101,218.2,0.6,0.99,0.1
8511,85111,193.5,0.6,0.99,0.1
8512,85121,261.9,0.6,0.99,0.1
8513,85131,232.0,0.6,0.99,0.1
8514,85141,248.2,0.6,0.99,0.1
8515,85151,229.9,0.6,0.99,0.1
8516,85161,286.3,0.6,0.99,0.1
8517,85171,208.0,0.6,0.99,0.1
8518,85181,204.9,0.6,0.99,0.1
8519,85191,203.7,0.6,0.99,0.1
8520,85201,191.3,0.6,0.99,0.1
8521,85211,183.4,0.6,0.99,0.1
8522,85221,236.8,0.6,0.99,0.1
8523,85231,228.1,0.6,0.99,0.1
8524,85241,191.9,0.6,0.99,0.1
8525,85251,185.0,0.6,0.99,0.1
8526,85261,219.9,0.6,0.99,0.1
8527,85271,220.8,0.6,0.99,0.1
8528,85281,188.0,0.6,0.99,0.1
8529,85291,186.0,0.6,0.99,0.1
8530,85301,235.9,0.6,0.99,0.1
8531,85311,246.6,0.6,0.99,0.1
8532,85321,220.7,0.6,0.99,0.1
8533,85331,218.2,0.6,0.99,0.1
8534,85341,194.7,0.6,0.99,0.1
8535,85351,160.8,0.6,0.99,0.1
8536,85361,255.8,0.6,0.99,0.1
8537,85371,222.2,0.6,0.99,0.1
8538,85381,232.7,0.6,0.99,0.1
8539,85391,210.6,0.6,0.99,0.1
8540,85401,219.5,0.6,0.99,0.1
8541,85411,252.0,0.6,0.99,0.1
8542,85421,291.1,0.6,0.99,0.1
8543,85431,142.9,0.6,0.99,0.1
8544,85441,248.3,0.6,0.99,0.1
8545,85451,165.6,0.6,0.99,0.1
8546,85461,260.2,0.6,0.99,0.1
8547,85471,225.4,0.6,0.99,0.1
8548,85481,232.8,0.6,0.99,0.1
8549,85491,246.8,0.6,0.99,0.1
8550,85501,249.8,0.6,0.99,0.1
8551,85511,160.2,0.6,0.99,0.1
8552,85521,202.9,0.6,0.99,0.1
8553,85531,190.5,0.6,0.99,0.1
8554,85541,207.3,0.6,0.99,0.1
8555,85551,254.0,0.6,0.99,0.1
8556,85561,286.8,0.6,0.99,0.1
8557,85571,219.3,0.6,0.99,0.1
8558,85581,193.5,0.6,0.99,0.1
8559,85591,209.4,0.6,0.99,0.1
8560,85601,191.6,0.6,0.99,0.1
8561,85611,191.0,0.6,0.99,0.1
8562,85621,276.0,0.6,0.99,0.1
8563,85631,367.8,0.6,0.99,0.1
8564,85641,259.3,0.6,0.99,0.1
8565,85651,212.8,0.6,0.99,0.1
8566,85661,212.3,0.6,0.99,0.1
8567,85671,232.3,0.6,0.99,0.1
8568,85681,291.3,0.6,0.99,0.1
8569,85691,221.6,0.6,0.99,0.1
8570,85701,193.9,0.6,0.99,0.1
8571,85711,272.2,0.6,0.99,0.1
8572,85721,279.1,0.6,0.99,0.1
8573,85731,222.9,0.6,0.99,0.1
8574,85741,306.3,0.6,0.99,0.1
8575,85751,309.3,0.6,0.99,0.1
8576,85761,286.9,0.6,0.99,0.1
8577,85771,180.2,0.6,0.99,0.1
8578,85781,211.2,0.6,0.99,0.1
8579,85791,161.2,0.6,0.99,0.1
8580,85801,187.4,0.6,0.99,0.1
8581,85811,194.2,0.6,0.99,0.1
8582,85821,269.1,0.6,0.99,0.1
8583,85831,251.9,0.6,0.99,0.1
8584,85841,269.7,0.6,0.99,0.1
8585,85851,196.7,0.6,0.99,0.1
8586,85861,256.0,0.6,0.99,0.1
8587,85871,235.6,0.6,0.99,0.1
8588,85881,223.2,0.6,0.99,0.1
8589,85891,238.8,0.6,0.99,0.1
8590,85901,160.5,0.6,0.99,0.1
8591,85911,242.8,0.6,0.99,0.1
8592,85921,219.5,0.6,0.99,0.1
8593,85931,211.1,0.6,0.99,0.1
8594,85941,237.6,0.6,0.99,0.1
8595,85951,204.9,0.6,0.99,0.1
8596,85961,269.6,0.6,0.99,0.1
8597,85971,255.9,0.6,0.99,0.1
8598,85981,300.4,0.6,0.99,0.1
8599,85991,320.7,0.6,0.99,0.1
8600,86001,335.3,0.6,0.99,0.1
8601,86011,300.8,0.6,0.99,0.1
8602,86021,273.8,0.6,0.99,0.1
8603,86031,193.5,0.6,0.99,0.1
8604,86041,264.2,0.6,0.99,0.1
8605,86051,253.6,0.6,0.99,0.1
8606,86061,324.4,0.6,0.99,0.1
8607,86071,327.6,0.6,0.99,0.1
8608,86081,252.9,0.6,0.99,0.1
8609,86091,233.9,0.6,0.99,0.1
8610,86101,198.9,0.6,0.99,0.1
8611,86111,203.5,0.6,0.99,0.1
8612,86121,272.0,0.6,0.99,0.1
8613,86131,254.2,0.6,0.99,0.1
8614,86141,267.4,0.6,0.99,0.1
8615,86151,217.6,0.6,0.99,0.1
8616,86161,284.2,0.6,0.99,0.1
8617,86171,258.9,0.6,0.99,0.1
8618,86181,284.5,0.6,0.99,0.1
8619,86191,260.0,0.6,0.99,0.1
8620,86201,215.1,0.6,0.99,0.1
8621,86211,234.5,0.6,0.99,0.1
8622,86221,217.1,0.6,0.99,0.1
8623,86231,272.0,0.6,0.99,0.1
8624,86241,229.5,0.6,0.99,0.1
8625,86251,281.5,0.6,0.99,0.1
8626,86261,274.7,0.6,0.99,0.1
8627,86271,217.5,0.6,0.99,0.1
8628,86281,194.2,0.6,0.99,0.1
8629,86291,192.5,0.6,0.99,0.1
8630,86301,244.8,0.6,0.99,0.1
8631,86311,209.4,0.6,0.99,0.1
8632,86321,274.8,0.6,0.99,0.1
8633,86331,301.2,0.6,0.99,0.1
8634,86341,294.4,0.6,0.99,0.1
8635,86351,229.2,0.6,0.99,0.1
8636,86361,218.9,0.6,0.99,0.1
8637,86371,234.8,0.6,0.99,0.1
8638,86381,223.7,0.6,0.99,0.1
8639,86391,219.3,0.6,0.99,0.1
8640,86401,248.5,0.6,0.99,0.1
8641,86411,254.9,0.6,0.99,0.1
8642,86421,232.1,0.6,0.99,0.1
8643,86431,227.2,0.6,0.99,0.1
8644,86441,240.7,0.6,0.99,0.1
8645,86451,197.5,0.6,0.99,0.1
8646,86461,270.0,0.6,0.99,0.1
8647,86471,172.4,0.6,0.99,0.1
8648,86481,307.5,0.6,0.99,0.1
8649,86491,223.0,0.6,0.99,0.1
8650,86501,172.8,0.6,0.99,0.1
8651,86511,222.3,0.6,0.99,0.1
8652,86521,228.1,0.6,0.99,0.1
8653,86531,259.6,0.6,0.99,0.1
8654,86541,269.8,0.6,0.99,0.1
8655,86551,231.3,0.6,0.99,0.1
8656,86561,213.0,0.6,0.99,0.1
8657,86571,258.3,0.6,0.99,0.1
8658,86581,121.5,0.6,0.99,0.1
8659,86591,179.7,0.6,0.99,0.1
8660,86601,278.2,0.6,0.99,0.1
8661,86611,253.1,0.6,0.99,0.1
8662,86621,228.3,0.6,0.99,0.1
8663,86631,258.5,0.6,0.99,0.1
8664,86641,217.3,0.6,0.99,0.1
8665,86651,196.1,0.6,0.99,0.1
8666,86661,175.3,0.6,0.99,0.1
8667,86671,338.7,0.6,0.99,0.1
8668,86681,231.4,0.6,0.99,0.1
8669,86691,222.7,0.6,0.99,0.1
8670,86701,310.0,0.6,0.99,0.1
8671,86711,244.6,0.6,0.99,0.1
8672,86721,229.0,0.6,0.99,0.1
8673,86731,258.9,0.6,0.99,0.1
8674,86741,236.0,0.6,0.99,0.1
8675,86751,284.8,0.6,0.99,0.1
8676,86761,312.5,0.6,0.99,0.1
8677,86771,288.0,0.6,0.99,0.1
8678,86781,272.4,0.6,0.99,0.1
8679,86791,248.1,0.6,0.99,0.1
8680,86801,269.4,0.6,0.99,0.1
8681,86811,205.2,0.6,0.99,0.1
8682,86821,224.4,0.6,0.99,0.1
8683,86831,244.7,0.6,0.99,0.1
8684,86841,153.3,0.6,0.99,0.1
8685,86851,255.1,0.6,0.99,0.1
8686,86861,163.3,0.6,0.99,0.1
8687,86871,173.4,0.6,0.99,0.1
8688,86881,195.4,0.6,0.99,0.1
8689,86891,219.3,0.6,0.99,0.1
8690,86901,293.0,0.6,0.99,0.1
8691,86911,289.4,0.6,0.99,0.1
8692,86921,322.7,0.6,0.99,0.1
8693,86931,241.3,0.6,0.99,0.1
8694,86941,352.3,0.6,0.99,0.1
8695,86951,296.3,0.6,0.99,0.1
8696,86961,219.1,0.6,0.99,0.1
8697,86971,305.2,0.6,0.99,0.1
8698,86981,252.9,0.6,0.99,0.1
8699,86991,177.4,0.6,0.99,0.1
8700,87001,230.2,0.6,0.99,0.1
8701,87011,178.9,0.6,0.99,0.1
8702,87021,277.4,0.6,0.99,0.1
8703,87031,319.5,0.6,0.99,0.1
8704,87041,315.5,0.6,0.99,0.1
8705,87051,209.0,0.6,0.99,0.1
8706,87061,257.6,0.6,0.99,0.1
8707,87071,217.6,0.6,0.99,0.1
8708,87081,232.5,0.6,0.99,0.1
8709,87091,261.0,0.6,0.99,0.1
8710,87101,194.3,0.6,0.99,0.1
8711,87111,177.2,0.6,0.99,0.1
8712,87121,194.1,0.6,0.99,0.1
8713,87131,232.8,0.6,0.99,0.1
8714,87141,249.7,0.6,0.99,0.1
8715,87151,206.8,0.6,0.99,0.1
8716,87161,232.6,0.6,0.99,0.1
8717,87171,217.6,0.6,0.99,0.1
8718,87181,182.9,0.6,0.99,0.1
8719,87191,259.6,0.6,0.99,0.1
8720,87201,293.6,0.6,0.99,0.1
8721,87211,182.6,0.6,0.99,0.1
8722,87221,253.1,0.6,0.99,0.1
8723,87231,178.3,0.6,0.99,0.1
8724,87241,270.8,0.6,0.99,0.1
8725,87251,238.0,0.6,0.99,0.1
8726,87261,246.9,0.6,0.99,0.1
8727,87271,193.8,0.6,0.99,0.1
8728,87281,262.7,0.6,0.99,0.1
8729,87291,237.1,0.6,0.99,0.1
8730,87301,216.2,0.6,0.99,0.1
8731,87311,182.9,0.6,0.99,0.1
8732,87321,194.2,0.6,0.99,0.1
8733,87331,240.7,0.6,0.99,0.1
8734,87341,245.5,0.6,0.99,0.1
8735,87351,173.4,0.6,0.99,0.1
8736,87361,197.7,0.6,0.99,0.1
8737,87371,213.8,0.6,0.99,0.1
8738,87381,229.1,0.6,0.99,0.1
8739,87391,188.4,0.6,0.99,0.1
8740,87401,202.3,0.6,0.99,0.1
8741,87411,241.8,0.6,0.99,0.1
8742,87421,261.3,0.6,0.99,0.1
8743,87431,372.8,0.6,0.99,0.1
8744,87441,286.6,0.6,0.99,0.1
8745,87451,254.5,0.6,0.99,0.1
8746,87461,191.8,0.6,0.99,0.1
8747,87471,215.0,0.6,0.99,0.1
8748,87481,183.6,0.6,0.99,0.1
8749,87491,182.3,0.6,0.99,0.1
8750,87501,252.7,0.6,0.99,0.1
8751,87511,280.2,0.6,0.99,0.1
8752,87521,315.7,0.6,0.99,0.1
8753,87531,227.6,0.6,0.99,0.1
8754,87541,200.0,0.6,0.99,0.1
8755,87551,255.1,0.6,0.99,0.1
