,Episodes,Avg_rewards,alpha,gamma,epsilon
1710,17101,121.3,0.6,0.99,0.1
1711,17111,115.6,0.6,0.99,0.1
1712,17121,113.2,0.6,0.99,0.1
1713,17131,99.5,0.6,0.99,0.1
1714,17141,95.0,0.6,0.99,0.1
1715,17151,120.8,0.6,0.99,0.1
1716,17161,86.1,0.6,0.99,0.1
1717,17171,89.5,0.6,0.99,0.1
1718,17181,95.5,0.6,0.99,0.1
1719,17191,154.4,0.6,0.99,0.1
1720,17201,172.0,0.6,0.99,0.1
1721,17211,118.9,0.6,0.99,0.1
1722,17221,200.4,0.6,0.99,0.1
1723,17231,114.7,0.6,0.99,0.1
1724,17241,76.0,0.6,0.99,0.1
1725,17251,111.8,0.6,0.99,0.1
1726,17261,103.0,0.6,0.99,0.1
1727,17271,124.8,0.6,0.99,0.1
1728,17281,107.5,0.6,0.99,0.1
1729,17291,143.7,0.6,0.99,0.1
1730,17301,123.2,0.6,0.99,0.1
1731,17311,122.6,0.6,0.99,0.1
1732,17321,128.3,0.6,0.99,0.1
1733,17331,125.4,0.6,0.99,0.1
1734,17341,86.5,0.6,0.99,0.1
1735,17351,117.7,0.6,0.99,0.1
1736,17361,107.3,0.6,0.99,0.1
1737,17371,120.6,0.6,0.99,0.1
1738,17381,102.1,0.6,0.99,0.1
1739,17391,115.3,0.6,0.99,0.1
1740,17401,80.2,0.6,0.99,0.1
1741,17411,101.0,0.6,0.99,0.1
1742,17421,86.0,0.6,0.99,0.1
1743,17431,101.7,0.6,0.99,0.1
1744,17441,145.7,0.6,0.99,0.1
1745,17451,134.3,0.6,0.99,0.1
1746,17461,90.5,0.6,0.99,0.1
1747,17471,104.9,0.6,0.99,0.1
1748,17481,133.1,0.6,0.99,0.1
1749,17491,189.2,0.6,0.99,0.1
1750,17501,145.2,0.6,0.99,0.1
1751,17511,99.7,0.6,0.99,0.1
1752,17521,116.0,0.6,0.99,0.1
1753,17531,116.5,0.6,0.99,0.1
1754,17541,156.1,0.6,0.99,0.1
1755,17551,129.1,0.6,0.99,0.1
1756,17561,103.7,0.6,0.99,0.1
1757,17571,82.3,0.6,0.99,0.1
1758,17581,152.0,0.6,0.99,0.1
1759,17591,158.1,0.6,0.99,0.1
1760,17601,176.3,0.6,0.99,0.1
1761,17611,130.9,0.6,0.99,0.1
1762,17621,131.7,0.6,0.99,0.1
1763,17631,99.0,0.6,0.99,0.1
1764,17641,162.4,0.6,0.99,0.1
1765,17651,95.1,0.6,0.99,0.1
1766,17661,151.0,0.6,0.99,0.1
1767,17671,140.8,0.6,0.99,0.1
1768,17681,126.9,0.6,0.99,0.1
1769,17691,127.5,0.6,0.99,0.1
1770,17701,168.6,0.6,0.99,0.1
1771,17711,105.3,0.6,0.99,0.1
1772,17721,91.2,0.6,0.99,0.1
1773,17731,66.2,0.6,0.99,0.1
1774,17741,90.5,0.6,0.99,0.1
1775,17751,77.0,0.6,0.99,0.1
1776,17761,119.5,0.6,0.99,0.1
1777,17771,165.5,0.6,0.99,0.1
1778,17781,123.4,0.6,0.99,0.1
1779,17791,109.1,0.6,0.99,0.1
1780,17801,119.0,0.6,0.99,0.1
1781,17811,90.1,0.6,0.99,0.1
1782,17821,135.0,0.6,0.99,0.1
1783,17831,133.4,0.6,0.99,0.1
1784,17841,107.2,0.6,0.99,0.1
1785,17851,100.6,0.6,0.99,0.1
1786,17861,144.8,0.6,0.99,0.1
1787,17871,100.7,0.6,0.99,0.1
1788,17881,114.4,0.6,0.99,0.1
1789,17891,113.0,0.6,0.99,0.1
1790,17901,144.1,0.6,0.99,0.1
1791,17911,150.2,0.6,0.99,0.1
1792,17921,101.3,0.6,0.99,0.1
1793,17931,103.9,0.6,0.99,0.1
1794,17941,72.4,0.6,0.99,0.1
1795,17951,80.0,0.6,0.99,0.1
1796,17961,82.5,0.6,0.99,0.1
1797,17971,101.5,0.6,0.99,0.1
1798,17981,124.8,0.6,0.99,0.1
1799,17991,105.0,0.6,0.99,0.1
1800,18001,101.2,0.6,0.99,0.1
1801,18011,121.5,0.6,0.99,0.1
1802,18021,152.9,0.6,0.99,0.1
1803,18031,135.8,0.6,0.99,0.1
1804,18041,116.2,0.6,0.99,0.1
1805,18051,140.4,0.6,0.99,0.1
1806,18061,101.1,0.6,0.99,0.1
1807,18071,75.5,0.6,0.99,0.1
1808,18081,111.8,0.6,0.99,0.1
1809,18091,107.9,0.6,0.99,0.1
1810,18101,120.5,0.6,0.99,0.1
1811,18111,90.4,0.6,0.99,0.1
1812,18121,120.0,0.6,0.99,0.1
1813,18131,97.2,0.6,0.99,0.1
1814,18141,89.0,0.6,0.99,0.1
1815,18151,106.6,0.6,0.99,0.1
1816,18161,85.9,0.6,0.99,0.1
1817,18171,80.9,0.6,0.99,0.1
1818,18181,116.6,0.6,0.99,0.1
1819,18191,103.0,0.6,0.99,0.1
1820,18201,160.1,0.6,0.99,0.1
1821,18211,105.8,0.6,0.99,0.1
1822,18221,151.5,0.6,0.99,0.1
1823,18231,168.9,0.6,0.99,0.1
1824,18241,135.7,0.6,0.99,0.1
1825,18251,114.7,0.6,0.99,0.1
1826,18261,112.2,0.6,0.99,0.1
1827,18271,119.3,0.6,0.99,0.1
1828,18281,119.9,0.6,0.99,0.1
1829,18291,178.4,0.6,0.99,0.1
1830,18301,141.9,0.6,0.99,0.1
1831,18311,160.9,0.6,0.99,0.1
1832,18321,142.2,0.6,0.99,0.1
1833,18331,186.5,0.6,0.99,0.1
1834,18341,127.8,0.6,0.99,0.1
1835,18351,148.6,0.6,0.99,0.1
1836,18361,141.4,0.6,0.99,0.1
1837,18371,105.3,0.6,0.99,0.1
1838,18381,96.7,0.6,0.99,0.1
1839,18391,107.0,0.6,0.99,0.1
1840,18401,90.7,0.6,0.99,0.1
1841,18411,87.5,0.6,0.99,0.1
1842,18421,76.8,0.6,0.99,0.1
1843,18431,107.6,0.6,0.99,0.1
1844,18441,109.7,0.6,0.99,0.1
1845,18451,137.3,0.6,0.99,0.1
1846,18461,145.7,0.6,0.99,0.1
1847,18471,98.3,0.6,0.99,0.1
1848,18481,122.5,0.6,0.99,0.1
1849,18491,101.2,0.6,0.99,0.1
1850,18501,151.3,0.6,0.99,0.1
1851,18511,83.0,0.6,0.99,0.1
1852,18521,135.6,0.6,0.99,0.1
1853,18531,153.4,0.6,0.99,0.1
1854,18541,193.5,0.6,0.99,0.1
1855,18551,142.3,0.6,0.99,0.1
1856,18561,149.8,0.6,0.99,0.1
1857,18571,134.2,0.6,0.99,0.1
1858,18581,160.5,0.6,0.99,0.1
1859,18591,85.0,0.6,0.99,0.1
1860,18601,88.4,0.6,0.99,0.1
1861,18611,121.0,0.6,0.99,0.1
1862,18621,104.8,0.6,0.99,0.1
1863,18631,123.2,0.6,0.99,0.1
1864,18641,150.5,0.6,0.99,0.1
1865,18651,112.8,0.6,0.99,0.1
1866,18661,147.5,0.6,0.99,0.1
1867,18671,86.4,0.6,0.99,0.1
1868,18681,98.6,0.6,0.99,0.1
1869,18691,108.9,0.6,0.99,0.1
1870,18701,101.6,0.6,0.99,0.1
1871,18711,89.9,0.6,0.99,0.1
1872,18721,114.4,0.6,0.99,0.1
1873,18731,115.1,0.6,0.99,0.1
1874,18741,119.6,0.6,0.99,0.1
1875,18751,153.4,0.6,0.99,0.1
1876,18761,157.9,0.6,0.99,0.1
1877,18771,75.1,0.6,0.99,0.1
1878,18781,79.6,0.6,0.99,0.1
1879,18791,108.4,0.6,0.99,0.1
1880,18801,124.8,0.6,0.99,0.1
1881,18811,114.6,0.6,0.99,0.1
1882,18821,148.7,0.6,0.99,0.1
1883,18831,116.0,0.6,0.99,0.1
1884,18841,93.2,0.6,0.99,0.1
1885,18851,150.0,0.6,0.99,0.1
1886,18861,97.4,0.6,0.99,0.1
1887,18871,100.5,0.6,0.99,0.1
1888,18881,103.0,0.6,0.99,0.1
1889,18891,140.7,0.6,0.99,0.1
1890,18901,133.9,0.6,0.99,0.1
1891,18911,127.7,0.6,0.99,0.1
1892,18921,138.3,0.6,0.99,0.1
1893,18931,189.1,0.6,0.99,0.1
1894,18941,128.3,0.6,0.99,0.1
1895,18951,156.4,0.6,0.99,0.1
1896,18961,145.8,0.6,0.99,0.1
1897,18971,94.3,0.6,0.99,0.1
1898,18981,90.8,0.6,0.99,0.1
1899,18991,112.6,0.6,0.99,0.1
1900,19001,134.4,0.6,0.99,0.1
1901,19011,110.9,0.6,0.99,0.1
1902,19021,117.5,0.6,0.99,0.1
1903,19031,158.4,0.6,0.99,0.1
1904,19041,128.3,0.6,0.99,0.1
1905,19051,102.9,0.6,0.99,0.1
1906,19061,135.3,0.6,0.99,0.1
1907,19071,121.0,0.6,0.99,0.1
1908,19081,97.1,0.6,0.99,0.1
1909,19091,79.0,0.6,0.99,0.1
1910,19101,112.4,0.6,0.99,0.1
1911,19111,129.8,0.6,0.99,0.1
1912,19121,100.4,0.6,0.99,0.1
1913,19131,127.3,0.6,0.99,0.1
1914,19141,97.6,0.6,0.99,0.1
1915,19151,149.6,0.6,0.99,0.1
1916,19161,147.0,0.6,0.99,0.1
1917,19171,127.0,0.6,0.99,0.1
1918,19181,102.3,0.6,0.99,0.1
1919,19191,104.5,0.6,0.99,0.1
1920,19201,121.1,0.6,0.99,0.1
1921,19211,111.1,0.6,0.99,0.1
1922,19221,95.6,0.6,0.99,0.1
1923,19231,100.7,0.6,0.99,0.1
1924,19241,136.8,0.6,0.99,0.1
1925,19251,171.7,0.6,0.99,0.1
1926,19261,103.6,0.6,0.99,0.1
1927,19271,147.1,0.6,0.99,0.1
1928,19281,91.9,0.6,0.99,0.1
1929,19291,129.1,0.6,0.99,0.1
1930,19301,100.5,0.6,0.99,0.1
1931,19311,98.1,0.6,0.99,0.1
1932,19321,113.0,0.6,0.99,0.1
1933,19331,218.9,0.6,0.99,0.1
1934,19341,182.6,0.6,0.99,0.1
1935,19351,100.1,0.6,0.99,0.1
1936,19361,131.3,0.6,0.99,0.1
1937,19371,116.4,0.6,0.99,0.1
1938,19381,129.1,0.6,0.99,0.1
1939,19391,127.2,0.6,0.99,0.1
1940,19401,114.5,0.6,0.99,0.1
1941,19411,128.8,0.6,0.99,0.1
1942,19421,139.7,0.6,0.99,0.1
1943,19431,113.3,0.6,0.99,0.1
1944,19441,80.1,0.6,0.99,0.1
1945,19451,110.4,0.6,0.99,0.1
1946,19461,192.7,0.6,0.99,0.1
1947,19471,133.5,0.6,0.99,0.1
1948,19481,99.8,0.6,0.99,0.1
1949,19491,93.0,0.6,0.99,0.1
1950,19501,108.8,0.6,0.99,0.1
1951,19511,106.0,0.6,0.99,0.1
1952,19521,131.6,0.6,0.99,0.1
1953,19531,121.3,0.6,0.99,0.1
1954,19541,128.1,0.6,0.99,0.1
1955,19551,107.1,0.6,0.99,0.1
1956,19561,134.7,0.6,0.99,0.1
1957,19571,124.3,0.6,0.99,0.1
1958,19581,119.3,0.6,0.99,0.1
1959,19591,106.6,0.6,0.99,0.1
1960,19601,75.6,0.6,0.99,0.1
1961,19611,97.2,0.6,0.99,0.1
1962,19621,106.5,0.6,0.99,0.1
1963,19631,127.0,0.6,0.99,0.1
1964,19641,116.8,0.6,0.99,0.1
1965,19651,114.9,0.6,0.99,0.1
1966,19661,109.1,0.6,0.99,0.1
1967,19671,97.1,0.6,0.99,0.1
1968,19681,140.2,0.6,0.99,0.1
1969,19691,164.0,0.6,0.99,0.1
1970,19701,149.6,0.6,0.99,0.1
1971,19711,125.3,0.6,0.99,0.1
1972,19721,104.0,0.6,0.99,0.1
1973,19731,126.4,0.6,0.99,0.1
1974,19741,94.0,0.6,0.99,0.1
1975,19751,112.2,0.6,0.99,0.1
1976,19761,82.3,0.6,0.99,0.1
1977,19771,134.7,0.6,0.99,0.1
1978,19781,130.1,0.6,0.99,0.1
1979,19791,90.3,0.6,0.99,0.1
1980,19801,106.3,0.6,0.99,0.1
1981,19811,99.7,0.6,0.99,0.1
1982,19821,87.1,0.6,0.99,0.1
1983,19831,75.0,0.6,0.99,0.1
1984,19841,85.7,0.6,0.99,0.1
1985,19851,100.6,0.6,0.99,0.1
1986,19861,105.0,0.6,0.99,0.1
1987,19871,73.0,0.6,0.99,0.1
1988,19881,68.8,0.6,0.99,0.1
1989,19891,89.3,0.6,0.99,0.1
1990,19901,119.8,0.6,0.99,0.1
1991,19911,94.0,0.6,0.99,0.1
1992,19921,134.0,0.6,0.99,0.1
1993,19931,140.7,0.6,0.99,0.1
1994,19941,115.5,0.6,0.99,0.1
1995,19951,79.6,0.6,0.99,0.1
1996,19961,136.8,0.6,0.99,0.1
1997,19971,185.4,0.6,0.99,0.1
1998,19981,152.1,0.6,0.99,0.1
1999,19991,127.5,0.6,0.99,0.1
2000,20001,174.9,0.6,0.99,0.1
2001,20011,126.9,0.6,0.99,0.1
2002,20021,144.2,0.6,0.99,0.1
2003,20031,70.3,0.6,0.99,0.1
2004,20041,55.5,0.6,0.99,0.1
2005,20051,93.2,0.6,0.99,0.1
2006,20061,148.6,0.6,0.99,0.1
2007,20071,157.7,0.6,0.99,0.1
2008,20081,83.0,0.6,0.99,0.1
2009,20091,82.9,0.6,0.99,0.1
2010,20101,81.4,0.6,0.99,0.1
2011,20111,101.5,0.6,0.99,0.1
2012,20121,57.5,0.6,0.99,0.1
2013,20131,114.1,0.6,0.99,0.1
2014,20141,91.4,0.6,0.99,0.1
2015,20151,87.0,0.6,0.99,0.1
2016,20161,123.4,0.6,0.99,0.1
2017,20171,97.1,0.6,0.99,0.1
2018,20181,108.5,0.6,0.99,0.1
2019,20191,118.6,0.6,0.99,0.1
2020,20201,100.8,0.6,0.99,0.1
2021,20211,76.6,0.6,0.99,0.1
2022,20221,112.5,0.6,0.99,0.1
2023,20231,132.5,0.6,0.99,0.1
2024,20241,128.6,0.6,0.99,0.1
2025,20251,150.0,0.6,0.99,0.1
2026,20261,125.9,0.6,0.99,0.1
2027,20271,115.9,0.6,0.99,0.1
2028,20281,139.6,0.6,0.99,0.1
2029,20291,105.0,0.6,0.99,0.1
2030,20301,101.3,0.6,0.99,0.1
2031,20311,135.9,0.6,0.99,0.1
2032,20321,167.3,0.6,0.99,0.1
2033,20331,127.2,0.6,0.99,0.1
2034,20341,188.3,0.6,0.99,0.1
2035,20351,124.7,0.6,0.99,0.1
2036,20361,124.3,0.6,0.99,0.1
2037,20371,139.0,0.6,0.99,0.1
2038,20381,123.8,0.6,0.99,0.1
2039,20391,119.4,0.6,0.99,0.1
2040,20401,170.9,0.6,0.99,0.1
2041,20411,79.2,0.6,0.99,0.1
2042,20421,106.4,0.6,0.99,0.1
2043,20431,126.6,0.6,0.99,0.1
2044,20441,136.6,0.6,0.99,0.1
2045,20451,109.5,0.6,0.99,0.1
2046,20461,141.9,0.6,0.99,0.1
2047,20471,119.6,0.6,0.99,0.1
2048,20481,124.8,0.6,0.99,0.1
2049,20491,87.5,0.6,0.99,0.1
2050,20501,89.5,0.6,0.99,0.1
2051,20511,124.8,0.6,0.99,0.1
2052,20521,148.2,0.6,0.99,0.1
2053,20531,95.9,0.6,0.99,0.1
2054,20541,138.9,0.6,0.99,0.1
2055,20551,95.0,0.6,0.99,0.1
2056,20561,101.6,0.6,0.99,0.1
2057,20571,88.0,0.6,0.99,0.1
2058,20581,83.6,0.6,0.99,0.1
2059,20591,91.8,0.6,0.99,0.1
2060,20601,101.9,0.6,0.99,0.1
2061,20611,102.8,0.6,0.99,0.1
2062,20621,106.2,0.6,0.99,0.1
2063,20631,105.8,0.6,0.99,0.1
2064,20641,98.5,0.6,0.99,0.1
2065,20651,132.9,0.6,0.99,0.1
2066,20661,98.8,0.6,0.99,0.1
2067,20671,91.6,0.6,0.99,0.1
2068,20681,82.1,0.6,0.99,0.1
2069,20691,112.6,0.6,0.99,0.1
2070,20701,108.0,0.6,0.99,0.1
2071,20711,91.1,0.6,0.99,0.1
2072,20721,118.6,0.6,0.99,0.1
2073,20731,163.0,0.6,0.99,0.1
2074,20741,122.3,0.6,0.99,0.1
2075,20751,146.4,0.6,0.99,0.1
2076,20761,137.6,0.6,0.99,0.1
2077,20771,169.7,0.6,0.99,0.1
2078,20781,190.8,0.6,0.99,0.1
2079,20791,129.1,0.6,0.99,0.1
2080,20801,156.1,0.6,0.99,0.1
2081,20811,120.7,0.6,0.99,0.1
2082,20821,137.2,0.6,0.99,0.1
2083,20831,83.0,0.6,0.99,0.1
2084,20841,171.4,0.6,0.99,0.1
2085,20851,124.7,0.6,0.99,0.1
2086,20861,117.2,0.6,0.99,0.1
2087,20871,92.2,0.6,0.99,0.1
2088,20881,103.3,0.6,0.99,0.1
2089,20891,106.4,0.6,0.99,0.1
2090,20901,134.7,0.6,0.99,0.1
2091,20911,112.4,0.6,0.99,0.1
2092,20921,147.8,0.6,0.99,0.1
2093,20931,99.4,0.6,0.99,0.1
2094,20941,123.1,0.6,0.99,0.1
2095,20951,189.0,0.6,0.99,0.1
2096,20961,129.8,0.6,0.99,0.1
2097,20971,156.9,0.6,0.99,0.1
2098,20981,193.4,0.6,0.99,0.1
2099,20991,144.1,0.6,0.99,0.1
2100,21001,124.8,0.6,0.99,0.1
2101,21011,129.1,0.6,0.99,0.1
2102,21021,150.8,0.6,0.99,0.1
2103,21031,150.9,0.6,0.99,0.1
2104,21041,152.4,0.6,0.99,0.1
2105,21051,134.6,0.6,0.99,0.1
2106,21061,110.8,0.6,0.99,0.1
2107,21071,126.5,0.6,0.99,0.1
2108,21081,95.3,0.6,0.99,0.1
2109,21091,141.7,0.6,0.99,0.1
2110,21101,122.5,0.6,0.99,0.1
2111,21111,97.7,0.6,0.99,0.1
2112,21121,107.7,0.6,0.99,0.1
2113,21131,143.6,0.6,0.99,0.1
2114,21141,123.1,0.6,0.99,0.1
2115,21151,105.6,0.6,0.99,0.1
2116,21161,79.3,0.6,0.99,0.1
2117,21171,124.6,0.6,0.99,0.1
2118,21181,98.3,0.6,0.99,0.1
2119,21191,91.3,0.6,0.99,0.1
2120,21201,98.9,0.6,0.99,0.1
2121,21211,80.8,0.6,0.99,0.1
2122,21221,88.3,0.6,0.99,0.1
2123,21231,66.8,0.6,0.99,0.1
2124,21241,108.7,0.6,0.99,0.1
2125,21251,148.0,0.6,0.99,0.1
2126,21261,144.8,0.6,0.99,0.1
2127,21271,94.5,0.6,0.99,0.1
2128,21281,78.9,0.6,0.99,0.1
2129,21291,160.6,0.6,0.99,0.1
2130,21301,101.7,0.6,0.99,0.1
2131,21311,100.4,0.6,0.99,0.1
2132,21321,110.7,0.6,0.99,0.1
2133,21331,97.7,0.6,0.99,0.1
2134,21341,145.6,0.6,0.99,0.1
2135,21351,137.4,0.6,0.99,0.1
2136,21361,149.0,0.6,0.99,0.1
2137,21371,119.0,0.6,0.99,0.1
2138,21381,147.4,0.6,0.99,0.1
2139,21391,96.1,0.6,0.99,0.1
2140,21401,104.2,0.6,0.99,0.1
2141,21411,121.4,0.6,0.99,0.1
2142,21421,139.5,0.6,0.99,0.1
2143,21431,111.4,0.6,0.99,0.1
2144,21441,133.2,0.6,0.99,0.1
2145,21451,185.0,0.6,0.99,0.1
2146,21461,134.5,0.6,0.99,0.1
2147,21471,140.9,0.6,0.99,0.1
2148,21481,132.3,0.6,0.99,0.1
2149,21491,92.3,0.6,0.99,0.1
2150,21501,83.5,0.6,0.99,0.1
2151,21511,100.8,0.6,0.99,0.1
2152,21521,126.4,0.6,0.99,0.1
2153,21531,127.3,0.6,0.99,0.1
2154,21541,112.4,0.6,0.99,0.1
2155,21551,111.9,0.6,0.99,0.1
2156,21561,109.3,0.6,0.99,0.1
2157,21571,111.2,0.6,0.99,0.1
2158,21581,130.8,0.6,0.99,0.1
2159,21591,90.0,0.6,0.99,0.1
2160,21601,82.0,0.6,0.99,0.1
2161,21611,82.5,0.6,0.99,0.1
2162,21621,59.6,0.6,0.99,0.1
2163,21631,104.3,0.6,0.99,0.1
2164,21641,77.6,0.6,0.99,0.1
2165,21651,96.3,0.6,0.99,0.1
2166,21661,83.0,0.6,0.99,0.1
2167,21671,85.0,0.6,0.99,0.1
2168,21681,76.0,0.6,0.99,0.1
2169,21691,103.5,0.6,0.99,0.1
2170,21701,89.9,0.6,0.99,0.1
2171,21711,163.8,0.6,0.99,0.1
2172,21721,144.8,0.6,0.99,0.1
2173,21731,129.5,0.6,0.99,0.1
2174,21741,118.6,0.6,0.99,0.1
2175,21751,93.0,0.6,0.99,0.1
2176,21761,121.5,0.6,0.99,0.1
2177,21771,99.1,0.6,0.99,0.1
2178,21781,84.1,0.6,0.99,0.1
2179,21791,74.1,0.6,0.99,0.1
2180,21801,106.3,0.6,0.99,0.1
2181,21811,98.8,0.6,0.99,0.1
2182,21821,158.9,0.6,0.99,0.1
2183,21831,122.0,0.6,0.99,0.1
2184,21841,100.6,0.6,0.99,0.1
2185,21851,92.7,0.6,0.99,0.1
2186,21861,95.2,0.6,0.99,0.1
2187,21871,102.6,0.6,0.99,0.1
2188,21881,112.6,0.6,0.99,0.1
2189,21891,98.8,0.6,0.99,0.1
2190,21901,123.1,0.6,0.99,0.1
2191,21911,101.9,0.6,0.99,0.1
2192,21921,81.6,0.6,0.99,0.1
2193,21931,112.5,0.6,0.99,0.1
2194,21941,103.2,0.6,0.99,0.1
2195,21951,118.7,0.6,0.99,0.1
2196,21961,157.0,0.6,0.99,0.1
2197,21971,138.8,0.6,0.99,0.1
2198,21981,122.1,0.6,0.99,0.1
2199,21991,149.5,0.6,0.99,0.1
2200,22001,131.2,0.6,0.99,0.1
2201,22011,117.0,0.6,0.99,0.1
2202,22021,122.5,0.6,0.99,0.1
2203,22031,128.6,0.6,0.99,0.1
2204,22041,148.1,0.6,0.99,0.1
2205,22051,115.2,0.6,0.99,0.1
2206,22061,147.2,0.6,0.99,0.1
2207,22071,104.0,0.6,0.99,0.1
2208,22081,138.4,0.6,0.99,0.1
2209,22091,104.0,0.6,0.99,0.1
2210,22101,89.5,0.6,0.99,0.1
2211,22111,118.1,0.6,0.99,0.1
2212,22121,119.9,0.6,0.99,0.1
2213,22131,100.0,0.6,0.99,0.1
2214,22141,96.3,0.6,0.99,0.1
2215,22151,91.3,0.6,0.99,0.1
2216,22161,78.6,0.6,0.99,0.1
2217,22171,80.1,0.6,0.99,0.1
2218,22181,152.7,0.6,0.99,0.1
2219,22191,104.9,0.6,0.99,0.1
2220,22201,79.6,0.6,0.99,0.1
2221,22211,101.0,0.6,0.99,0.1
2222,22221,127.8,0.6,0.99,0.1
2223,22231,135.5,0.6,0.99,0.1
2224,22241,114.0,0.6,0.99,0.1
2225,22251,116.2,0.6,0.99,0.1
2226,22261,132.2,0.6,0.99,0.1
2227,22271,150.8,0.6,0.99,0.1
2228,22281,128.6,0.6,0.99,0.1
2229,22291,160.7,0.6,0.99,0.1
2230,22301,134.2,0.6,0.99,0.1
2231,22311,135.1,0.6,0.99,0.1
2232,22321,94.3,0.6,0.99,0.1
2233,22331,124.5,0.6,0.99,0.1
2234,22341,177.6,0.6,0.99,0.1
2235,22351,170.3,0.6,0.99,0.1
2236,22361,139.9,0.6,0.99,0.1
2237,22371,125.1,0.6,0.99,0.1
2238,22381,255.2,0.6,0.99,0.1
2239,22391,166.5,0.6,0.99,0.1
2240,22401,124.7,0.6,0.99,0.1
2241,22411,141.4,0.6,0.99,0.1
2242,22421,156.6,0.6,0.99,0.1
2243,22431,128.5,0.6,0.99,0.1
2244,22441,132.2,0.6,0.99,0.1
2245,22451,132.8,0.6,0.99,0.1
2246,22461,107.9,0.6,0.99,0.1
2247,22471,163.0,0.6,0.99,0.1
2248,22481,155.3,0.6,0.99,0.1
2249,22491,103.2,0.6,0.99,0.1
2250,22501,141.8,0.6,0.99,0.1
2251,22511,165.0,0.6,0.99,0.1
2252,22521,167.9,0.6,0.99,0.1
2253,22531,106.5,0.6,0.99,0.1
2254,22541,159.5,0.6,0.99,0.1
2255,22551,117.2,0.6,0.99,0.1
2256,22561,125.8,0.6,0.99,0.1
2257,22571,115.2,0.6,0.99,0.1
2258,22581,97.1,0.6,0.99,0.1
2259,22591,110.8,0.6,0.99,0.1
2260,22601,101.5,0.6,0.99,0.1
2261,22611,126.6,0.6,0.99,0.1
2262,22621,104.9,0.6,0.99,0.1
2263,22631,145.2,0.6,0.99,0.1
2264,22641,149.7,0.6,0.99,0.1
2265,22651,143.8,0.6,0.99,0.1
2266,22661,114.0,0.6,0.99,0.1
2267,22671,174.3,0.6,0.99,0.1
2268,22681,129.2,0.6,0.99,0.1
2269,22691,154.2,0.6,0.99,0.1
2270,22701,170.7,0.6,0.99,0.1
2271,22711,103.6,0.6,0.99,0.1
2272,22721,96.8,0.6,0.99,0.1
2273,22731,169.3,0.6,0.99,0.1
2274,22741,86.7,0.6,0.99,0.1
2275,22751,91.2,0.6,0.99,0.1
2276,22761,116.0,0.6,0.99,0.1
2277,22771,163.8,0.6,0.99,0.1
2278,22781,109.0,0.6,0.99,0.1
2279,22791,90.6,0.6,0.99,0.1
2280,22801,121.7,0.6,0.99,0.1
2281,22811,140.7,0.6,0.99,0.1
2282,22821,96.1,0.6,0.99,0.1
2283,22831,123.1,0.6,0.99,0.1
2284,22841,143.6,0.6,0.99,0.1
2285,22851,187.3,0.6,0.99,0.1
2286,22861,119.2,0.6,0.99,0.1
2287,22871,142.4,0.6,0.99,0.1
2288,22881,173.7,0.6,0.99,0.1
2289,22891,144.1,0.6,0.99,0.1
2290,22901,135.2,0.6,0.99,0.1
2291,22911,195.1,0.6,0.99,0.1
2292,22921,142.3,0.6,0.99,0.1
2293,22931,137.5,0.6,0.99,0.1
2294,22941,113.6,0.6,0.99,0.1
2295,22951,72.1,0.6,0.99,0.1
2296,22961,98.5,0.6,0.99,0.1
2297,22971,119.4,0.6,0.99,0.1
2298,22981,89.2,0.6,0.99,0.1
2299,22991,106.0,0.6,0.99,0.1
2300,23001,95.0,0.6,0.99,0.1
2301,23011,103.0,0.6,0.99,0.1
2302,23021,128.8,0.6,0.99,0.1
2303,23031,143.4,0.6,0.99,0.1
2304,23041,128.5,0.6,0.99,0.1
2305,23051,106.3,0.6,0.99,0.1
2306,23061,98.0,0.6,0.99,0.1
2307,23071,140.3,0.6,0.99,0.1
2308,23081,128.0,0.6,0.99,0.1
2309,23091,169.9,0.6,0.99,0.1
2310,23101,139.2,0.6,0.99,0.1
2311,23111,180.1,0.6,0.99,0.1
2312,23121,202.6,0.6,0.99,0.1
2313,23131,147.1,0.6,0.99,0.1
2314,23141,190.2,0.6,0.99,0.1
2315,23151,180.9,0.6,0.99,0.1
2316,23161,105.7,0.6,0.99,0.1
2317,23171,150.0,0.6,0.99,0.1
2318,23181,122.9,0.6,0.99,0.1
2319,23191,162.9,0.6,0.99,0.1
2320,23201,128.3,0.6,0.99,0.1
2321,23211,87.1,0.6,0.99,0.1
2322,23221,123.4,0.6,0.99,0.1
2323,23231,166.3,0.6,0.99,0.1
2324,23241,68.9,0.6,0.99,0.1
2325,23251,117.7,0.6,0.99,0.1
2326,23261,133.0,0.6,0.99,0.1
2327,23271,124.0,0.6,0.99,0.1
2328,23281,136.1,0.6,0.99,0.1
2329,23291,131.8,0.6,0.99,0.1
2330,23301,178.2,0.6,0.99,0.1
2331,23311,117.5,0.6,0.99,0.1
2332,23321,150.6,0.6,0.99,0.1
2333,23331,142.5,0.6,0.99,0.1
2334,23341,115.0,0.6,0.99,0.1
2335,23351,88.4,0.6,0.99,0.1
2336,23361,145.4,0.6,0.99,0.1
2337,23371,125.0,0.6,0.99,0.1
2338,23381,107.4,0.6,0.99,0.1
2339,23391,146.3,0.6,0.99,0.1
2340,23401,97.0,0.6,0.99,0.1
2341,23411,118.9,0.6,0.99,0.1
2342,23421,90.8,0.6,0.99,0.1
2343,23431,110.4,0.6,0.99,0.1
2344,23441,84.3,0.6,0.99,0.1
