,Episodes,Avg_rewards,alpha,gamma,epsilon
5099,50991,354.4,0.6,0.99,0.1
5100,51001,455.9,0.6,0.99,0.1
5101,51011,367.8,0.6,0.99,0.1
5102,51021,358.5,0.6,0.99,0.1
5103,51031,416.5,0.6,0.99,0.1
5104,51041,245.1,0.6,0.99,0.1
5105,51051,357.0,0.6,0.99,0.1
5106,51061,258.0,0.6,0.99,0.1
5107,51071,361.2,0.6,0.99,0.1
5108,51081,389.8,0.6,0.99,0.1
5109,51091,353.2,0.6,0.99,0.1
5110,51101,404.7,0.6,0.99,0.1
5111,51111,355.3,0.6,0.99,0.1
5112,51121,379.8,0.6,0.99,0.1
5113,51131,377.0,0.6,0.99,0.1
5114,51141,443.8,0.6,0.99,0.1
5115,51151,386.1,0.6,0.99,0.1
5116,51161,346.4,0.6,0.99,0.1
5117,51171,301.3,0.6,0.99,0.1
5118,51181,376.3,0.6,0.99,0.1
5119,51191,379.1,0.6,0.99,0.1
5120,51201,335.2,0.6,0.99,0.1
5121,51211,295.7,0.6,0.99,0.1
5122,51221,296.4,0.6,0.99,0.1
5123,51231,378.9,0.6,0.99,0.1
5124,51241,297.6,0.6,0.99,0.1
5125,51251,245.4,0.6,0.99,0.1
5126,51261,365.8,0.6,0.99,0.1
5127,51271,295.9,0.6,0.99,0.1
5128,51281,287.6,0.6,0.99,0.1
5129,51291,279.3,0.6,0.99,0.1
5130,51301,320.5,0.6,0.99,0.1
5131,51311,317.5,0.6,0.99,0.1
5132,51321,347.8,0.6,0.99,0.1
5133,51331,370.1,0.6,0.99,0.1
5134,51341,364.9,0.6,0.99,0.1
5135,51351,249.2,0.6,0.99,0.1
5136,51361,399.8,0.6,0.99,0.1
5137,51371,329.7,0.6,0.99,0.1
5138,51381,275.0,0.6,0.99,0.1
5139,51391,329.5,0.6,0.99,0.1
5140,51401,341.0,0.6,0.99,0.1
5141,51411,290.7,0.6,0.99,0.1
5142,51421,321.5,0.6,0.99,0.1
5143,51431,303.1,0.6,0.99,0.1
5144,51441,379.5,0.6,0.99,0.1
5145,51451,375.9,0.6,0.99,0.1
5146,51461,383.9,0.6,0.99,0.1
5147,51471,346.5,0.6,0.99,0.1
5148,51481,392.9,0.6,0.99,0.1
5149,51491,303.1,0.6,0.99,0.1
5150,51501,378.0,0.6,0.99,0.1
5151,51511,363.9,0.6,0.99,0.1
5152,51521,240.9,0.6,0.99,0.1
5153,51531,264.2,0.6,0.99,0.1
5154,51541,355.2,0.6,0.99,0.1
5155,51551,272.4,0.6,0.99,0.1
5156,51561,398.6,0.6,0.99,0.1
5157,51571,292.3,0.6,0.99,0.1
5158,51581,271.1,0.6,0.99,0.1
5159,51591,308.7,0.6,0.99,0.1
5160,51601,290.1,0.6,0.99,0.1
5161,51611,308.0,0.6,0.99,0.1
5162,51621,253.5,0.6,0.99,0.1
5163,51631,242.5,0.6,0.99,0.1
5164,51641,141.8,0.6,0.99,0.1
5165,51651,293.9,0.6,0.99,0.1
5166,51661,311.9,0.6,0.99,0.1
5167,51671,293.3,0.6,0.99,0.1
5168,51681,300.0,0.6,0.99,0.1
5169,51691,281.8,0.6,0.99,0.1
5170,51701,318.8,0.6,0.99,0.1
5171,51711,251.4,0.6,0.99,0.1
5172,51721,313.3,0.6,0.99,0.1
5173,51731,350.6,0.6,0.99,0.1
5174,51741,300.9,0.6,0.99,0.1
5175,51751,303.1,0.6,0.99,0.1
5176,51761,325.0,0.6,0.99,0.1
5177,51771,322.2,0.6,0.99,0.1
5178,51781,303.5,0.6,0.99,0.1
5179,51791,316.2,0.6,0.99,0.1
5180,51801,318.8,0.6,0.99,0.1
5181,51811,306.6,0.6,0.99,0.1
5182,51821,307.7,0.6,0.99,0.1
5183,51831,365.5,0.6,0.99,0.1
5184,51841,360.1,0.6,0.99,0.1
5185,51851,189.2,0.6,0.99,0.1
5186,51861,238.5,0.6,0.99,0.1
5187,51871,174.9,0.6,0.99,0.1
5188,51881,384.1,0.6,0.99,0.1
5189,51891,222.1,0.6,0.99,0.1
5190,51901,279.9,0.6,0.99,0.1
5191,51911,339.1,0.6,0.99,0.1
5192,51921,243.4,0.6,0.99,0.1
5193,51931,328.6,0.6,0.99,0.1
5194,51941,186.7,0.6,0.99,0.1
5195,51951,336.9,0.6,0.99,0.1
5196,51961,222.3,0.6,0.99,0.1
5197,51971,256.9,0.6,0.99,0.1
5198,51981,267.6,0.6,0.99,0.1
5199,51991,183.9,0.6,0.99,0.1
5200,52001,270.8,0.6,0.99,0.1
5201,52011,259.8,0.6,0.99,0.1
5202,52021,262.9,0.6,0.99,0.1
5203,52031,283.1,0.6,0.99,0.1
5204,52041,245.6,0.6,0.99,0.1
5205,52051,294.5,0.6,0.99,0.1
5206,52061,288.8,0.6,0.99,0.1
5207,52071,285.4,0.6,0.99,0.1
5208,52081,270.0,0.6,0.99,0.1
5209,52091,321.4,0.6,0.99,0.1
5210,52101,386.7,0.6,0.99,0.1
5211,52111,342.4,0.6,0.99,0.1
5212,52121,276.4,0.6,0.99,0.1
5213,52131,283.4,0.6,0.99,0.1
5214,52141,247.4,0.6,0.99,0.1
5215,52151,304.8,0.6,0.99,0.1
5216,52161,390.6,0.6,0.99,0.1
5217,52171,365.1,0.6,0.99,0.1
5218,52181,356.4,0.6,0.99,0.1
5219,52191,310.1,0.6,0.99,0.1
5220,52201,389.2,0.6,0.99,0.1
5221,52211,376.7,0.6,0.99,0.1
5222,52221,333.2,0.6,0.99,0.1
5223,52231,416.7,0.6,0.99,0.1
5224,52241,301.4,0.6,0.99,0.1
5225,52251,385.4,0.6,0.99,0.1
5226,52261,342.0,0.6,0.99,0.1
5227,52271,358.3,0.6,0.99,0.1
5228,52281,270.3,0.6,0.99,0.1
5229,52291,269.8,0.6,0.99,0.1
5230,52301,233.7,0.6,0.99,0.1
5231,52311,327.3,0.6,0.99,0.1
5232,52321,434.0,0.6,0.99,0.1
5233,52331,374.9,0.6,0.99,0.1
5234,52341,360.4,0.6,0.99,0.1
5235,52351,205.4,0.6,0.99,0.1
5236,52361,290.3,0.6,0.99,0.1
5237,52371,247.7,0.6,0.99,0.1
5238,52381,350.0,0.6,0.99,0.1
5239,52391,289.9,0.6,0.99,0.1
5240,52401,335.5,0.6,0.99,0.1
5241,52411,298.6,0.6,0.99,0.1
5242,52421,304.0,0.6,0.99,0.1
5243,52431,351.1,0.6,0.99,0.1
5244,52441,315.8,0.6,0.99,0.1
5245,52451,285.8,0.6,0.99,0.1
5246,52461,369.2,0.6,0.99,0.1
5247,52471,340.9,0.6,0.99,0.1
5248,52481,384.1,0.6,0.99,0.1
5249,52491,301.6,0.6,0.99,0.1
5250,52501,398.6,0.6,0.99,0.1
5251,52511,367.3,0.6,0.99,0.1
5252,52521,364.7,0.6,0.99,0.1
5253,52531,350.5,0.6,0.99,0.1
5254,52541,320.8,0.6,0.99,0.1
5255,52551,465.7,0.6,0.99,0.1
5256,52561,328.7,0.6,0.99,0.1
5257,52571,257.8,0.6,0.99,0.1
5258,52581,300.0,0.6,0.99,0.1
5259,52591,244.3,0.6,0.99,0.1
5260,52601,260.8,0.6,0.99,0.1
5261,52611,392.7,0.6,0.99,0.1
5262,52621,338.8,0.6,0.99,0.1
5263,52631,329.4,0.6,0.99,0.1
5264,52641,283.8,0.6,0.99,0.1
5265,52651,412.6,0.6,0.99,0.1
5266,52661,461.2,0.6,0.99,0.1
5267,52671,369.4,0.6,0.99,0.1
5268,52681,350.2,0.6,0.99,0.1
5269,52691,314.8,0.6,0.99,0.1
5270,52701,293.8,0.6,0.99,0.1
5271,52711,377.5,0.6,0.99,0.1
5272,52721,363.0,0.6,0.99,0.1
5273,52731,450.2,0.6,0.99,0.1
5274,52741,295.9,0.6,0.99,0.1
5275,52751,423.4,0.6,0.99,0.1
5276,52761,315.0,0.6,0.99,0.1
5277,52771,196.4,0.6,0.99,0.1
5278,52781,363.5,0.6,0.99,0.1
5279,52791,379.5,0.6,0.99,0.1
5280,52801,275.1,0.6,0.99,0.1
5281,52811,329.4,0.6,0.99,0.1
5282,52821,347.9,0.6,0.99,0.1
5283,52831,380.5,0.6,0.99,0.1
5284,52841,279.9,0.6,0.99,0.1
5285,52851,401.8,0.6,0.99,0.1
5286,52861,318.0,0.6,0.99,0.1
5287,52871,316.9,0.6,0.99,0.1
5288,52881,349.9,0.6,0.99,0.1
5289,52891,399.8,0.6,0.99,0.1
5290,52901,314.0,0.6,0.99,0.1
5291,52911,340.6,0.6,0.99,0.1
5292,52921,397.3,0.6,0.99,0.1
5293,52931,223.1,0.6,0.99,0.1
5294,52941,237.5,0.6,0.99,0.1
5295,52951,205.2,0.6,0.99,0.1
5296,52961,227.6,0.6,0.99,0.1
5297,52971,238.2,0.6,0.99,0.1
5298,52981,286.2,0.6,0.99,0.1
5299,52991,336.8,0.6,0.99,0.1
5300,53001,275.3,0.6,0.99,0.1
5301,53011,232.3,0.6,0.99,0.1
5302,53021,392.4,0.6,0.99,0.1
5303,53031,316.5,0.6,0.99,0.1
5304,53041,287.4,0.6,0.99,0.1
5305,53051,283.8,0.6,0.99,0.1
5306,53061,322.9,0.6,0.99,0.1
5307,53071,283.3,0.6,0.99,0.1
5308,53081,256.5,0.6,0.99,0.1
5309,53091,306.2,0.6,0.99,0.1
5310,53101,329.9,0.6,0.99,0.1
5311,53111,415.2,0.6,0.99,0.1
5312,53121,368.7,0.6,0.99,0.1
5313,53131,342.0,0.6,0.99,0.1
5314,53141,366.3,0.6,0.99,0.1
5315,53151,328.6,0.6,0.99,0.1
5316,53161,281.7,0.6,0.99,0.1
5317,53171,348.7,0.6,0.99,0.1
5318,53181,334.7,0.6,0.99,0.1
5319,53191,271.6,0.6,0.99,0.1
5320,53201,169.5,0.6,0.99,0.1
5321,53211,250.0,0.6,0.99,0.1
5322,53221,304.5,0.6,0.99,0.1
5323,53231,299.4,0.6,0.99,0.1
5324,53241,314.7,0.6,0.99,0.1
5325,53251,232.4,0.6,0.99,0.1
5326,53261,283.4,0.6,0.99,0.1
5327,53271,246.5,0.6,0.99,0.1
5328,53281,188.9,0.6,0.99,0.1
5329,53291,317.7,0.6,0.99,0.1
5330,53301,328.7,0.6,0.99,0.1
5331,53311,264.8,0.6,0.99,0.1
5332,53321,322.1,0.6,0.99,0.1
5333,53331,247.7,0.6,0.99,0.1
5334,53341,216.7,0.6,0.99,0.1
5335,53351,291.5,0.6,0.99,0.1
5336,53361,357.9,0.6,0.99,0.1
5337,53371,320.0,0.6,0.99,0.1
5338,53381,453.9,0.6,0.99,0.1
5339,53391,372.5,0.6,0.99,0.1
5340,53401,396.8,0.6,0.99,0.1
5341,53411,247.2,0.6,0.99,0.1
5342,53421,230.5,0.6,0.99,0.1
5343,53431,230.8,0.6,0.99,0.1
5344,53441,283.8,0.6,0.99,0.1
5345,53451,227.1,0.6,0.99,0.1
5346,53461,323.2,0.6,0.99,0.1
5347,53471,259.3,0.6,0.99,0.1
5348,53481,354.1,0.6,0.99,0.1
5349,53491,331.8,0.6,0.99,0.1
5350,53501,353.9,0.6,0.99,0.1
5351,53511,413.8,0.6,0.99,0.1
5352,53521,412.6,0.6,0.99,0.1
5353,53531,308.9,0.6,0.99,0.1
5354,53541,421.3,0.6,0.99,0.1
5355,53551,308.3,0.6,0.99,0.1
5356,53561,330.6,0.6,0.99,0.1
5357,53571,283.7,0.6,0.99,0.1
5358,53581,304.1,0.6,0.99,0.1
5359,53591,366.3,0.6,0.99,0.1
5360,53601,282.0,0.6,0.99,0.1
5361,53611,265.2,0.6,0.99,0.1
5362,53621,266.7,0.6,0.99,0.1
5363,53631,312.1,0.6,0.99,0.1
5364,53641,335.6,0.6,0.99,0.1
5365,53651,429.9,0.6,0.99,0.1
5366,53661,443.5,0.6,0.99,0.1
5367,53671,360.5,0.6,0.99,0.1
5368,53681,291.2,0.6,0.99,0.1
5369,53691,275.6,0.6,0.99,0.1
5370,53701,401.8,0.6,0.99,0.1
5371,53711,430.4,0.6,0.99,0.1
5372,53721,364.2,0.6,0.99,0.1
5373,53731,436.0,0.6,0.99,0.1
5374,53741,392.3,0.6,0.99,0.1
5375,53751,353.8,0.6,0.99,0.1
5376,53761,369.6,0.6,0.99,0.1
5377,53771,385.4,0.6,0.99,0.1
5378,53781,449.4,0.6,0.99,0.1
5379,53791,401.6,0.6,0.99,0.1
5380,53801,309.3,0.6,0.99,0.1
5381,53811,432.8,0.6,0.99,0.1
5382,53821,425.0,0.6,0.99,0.1
5383,53831,399.6,0.6,0.99,0.1
5384,53841,451.4,0.6,0.99,0.1
5385,53851,444.4,0.6,0.99,0.1
5386,53861,434.8,0.6,0.99,0.1
5387,53871,411.8,0.6,0.99,0.1
5388,53881,400.8,0.6,0.99,0.1
5389,53891,329.1,0.6,0.99,0.1
5390,53901,402.5,0.6,0.99,0.1
5391,53911,407.7,0.6,0.99,0.1
5392,53921,368.3,0.6,0.99,0.1
5393,53931,328.3,0.6,0.99,0.1
5394,53941,335.4,0.6,0.99,0.1
5395,53951,392.8,0.6,0.99,0.1
5396,53961,408.8,0.6,0.99,0.1
5397,53971,369.3,0.6,0.99,0.1
5398,53981,458.5,0.6,0.99,0.1
5399,53991,393.4,0.6,0.99,0.1
5400,54001,373.1,0.6,0.99,0.1
5401,54011,411.4,0.6,0.99,0.1
5402,54021,321.5,0.6,0.99,0.1
5403,54031,298.4,0.6,0.99,0.1
5404,54041,384.5,0.6,0.99,0.1
5405,54051,356.0,0.6,0.99,0.1
5406,54061,332.6,0.6,0.99,0.1
5407,54071,415.1,0.6,0.99,0.1
5408,54081,418.1,0.6,0.99,0.1
5409,54091,349.6,0.6,0.99,0.1
5410,54101,357.1,0.6,0.99,0.1
5411,54111,368.9,0.6,0.99,0.1
5412,54121,332.1,0.6,0.99,0.1
5413,54131,424.6,0.6,0.99,0.1
5414,54141,389.2,0.6,0.99,0.1
5415,54151,358.8,0.6,0.99,0.1
5416,54161,441.2,0.6,0.99,0.1
5417,54171,371.8,0.6,0.99,0.1
5418,54181,370.5,0.6,0.99,0.1
5419,54191,318.1,0.6,0.99,0.1
5420,54201,357.7,0.6,0.99,0.1
5421,54211,346.2,0.6,0.99,0.1
5422,54221,435.0,0.6,0.99,0.1
5423,54231,358.7,0.6,0.99,0.1
5424,54241,432.0,0.6,0.99,0.1
5425,54251,310.3,0.6,0.99,0.1
5426,54261,301.5,0.6,0.99,0.1
5427,54271,298.1,0.6,0.99,0.1
5428,54281,336.9,0.6,0.99,0.1
5429,54291,465.4,0.6,0.99,0.1
5430,54301,431.9,0.6,0.99,0.1
5431,54311,356.1,0.6,0.99,0.1
5432,54321,376.8,0.6,0.99,0.1
5433,54331,350.2,0.6,0.99,0.1
5434,54341,178.3,0.6,0.99,0.1
5435,54351,265.4,0.6,0.99,0.1
5436,54361,388.7,0.6,0.99,0.1
5437,54371,319.0,0.6,0.99,0.1
5438,54381,366.7,0.6,0.99,0.1
5439,54391,245.0,0.6,0.99,0.1
5440,54401,377.5,0.6,0.99,0.1
5441,54411,430.7,0.6,0.99,0.1
5442,54421,407.6,0.6,0.99,0.1
5443,54431,336.8,0.6,0.99,0.1
5444,54441,425.0,0.6,0.99,0.1
5445,54451,176.6,0.6,0.99,0.1
5446,54461,277.5,0.6,0.99,0.1
5447,54471,415.5,0.6,0.99,0.1
5448,54481,442.4,0.6,0.99,0.1
5449,54491,367.9,0.6,0.99,0.1
5450,54501,315.3,0.6,0.99,0.1
5451,54511,231.0,0.6,0.99,0.1
5452,54521,246.7,0.6,0.99,0.1
5453,54531,351.5,0.6,0.99,0.1
5454,54541,250.3,0.6,0.99,0.1
5455,54551,244.3,0.6,0.99,0.1
5456,54561,219.1,0.6,0.99,0.1
5457,54571,317.4,0.6,0.99,0.1
5458,54581,309.0,0.6,0.99,0.1
5459,54591,235.1,0.6,0.99,0.1
5460,54601,319.8,0.6,0.99,0.1
5461,54611,353.9,0.6,0.99,0.1
5462,54621,371.5,0.6,0.99,0.1
5463,54631,302.8,0.6,0.99,0.1
5464,54641,333.2,0.6,0.99,0.1
5465,54651,285.6,0.6,0.99,0.1
5466,54661,297.0,0.6,0.99,0.1
5467,54671,299.4,0.6,0.99,0.1
5468,54681,380.5,0.6,0.99,0.1
5469,54691,339.6,0.6,0.99,0.1
5470,54701,285.2,0.6,0.99,0.1
5471,54711,197.0,0.6,0.99,0.1
5472,54721,286.8,0.6,0.99,0.1
5473,54731,322.4,0.6,0.99,0.1
5474,54741,325.3,0.6,0.99,0.1
5475,54751,361.6,0.6,0.99,0.1
5476,54761,416.8,0.6,0.99,0.1
5477,54771,308.1,0.6,0.99,0.1
5478,54781,392.1,0.6,0.99,0.1
5479,54791,350.4,0.6,0.99,0.1
5480,54801,350.4,0.6,0.99,0.1
5481,54811,375.3,0.6,0.99,0.1
5482,54821,330.1,0.6,0.99,0.1
5483,54831,294.0,0.6,0.99,0.1
5484,54841,401.2,0.6,0.99,0.1
5485,54851,433.5,0.6,0.99,0.1
5486,54861,360.6,0.6,0.99,0.1
5487,54871,404.8,0.6,0.99,0.1
5488,54881,437.9,0.6,0.99,0.1
5489,54891,376.4,0.6,0.99,0.1
5490,54901,496.2,0.6,0.99,0.1
5491,54911,331.0,0.6,0.99,0.1
5492,54921,442.6,0.6,0.99,0.1
5493,54931,412.6,0.6,0.99,0.1
5494,54941,291.0,0.6,0.99,0.1
5495,54951,351.9,0.6,0.99,0.1
5496,54961,408.6,0.6,0.99,0.1
5497,54971,418.2,0.6,0.99,0.1
5498,54981,422.7,0.6,0.99,0.1
5499,54991,413.4,0.6,0.99,0.1
5500,55001,420.3,0.6,0.99,0.1
5501,55011,356.9,0.6,0.99,0.1
5502,55021,324.6,0.6,0.99,0.1
5503,55031,356.0,0.6,0.99,0.1
5504,55041,373.9,0.6,0.99,0.1
5505,55051,279.5,0.6,0.99,0.1
5506,55061,462.8,0.6,0.99,0.1
5507,55071,394.1,0.6,0.99,0.1
5508,55081,320.1,0.6,0.99,0.1
5509,55091,246.5,0.6,0.99,0.1
5510,55101,418.5,0.6,0.99,0.1
5511,55111,401.1,0.6,0.99,0.1
5512,55121,367.6,0.6,0.99,0.1
5513,55131,460.3,0.6,0.99,0.1
5514,55141,411.7,0.6,0.99,0.1
5515,55151,404.5,0.6,0.99,0.1
5516,55161,269.8,0.6,0.99,0.1
5517,55171,317.7,0.6,0.99,0.1
5518,55181,335.8,0.6,0.99,0.1
5519,55191,269.1,0.6,0.99,0.1
5520,55201,345.7,0.6,0.99,0.1
5521,55211,349.5,0.6,0.99,0.1
5522,55221,328.3,0.6,0.99,0.1
5523,55231,349.5,0.6,0.99,0.1
5524,55241,360.0,0.6,0.99,0.1
5525,55251,265.7,0.6,0.99,0.1
5526,55261,387.5,0.6,0.99,0.1
5527,55271,392.8,0.6,0.99,0.1
5528,55281,358.3,0.6,0.99,0.1
5529,55291,291.7,0.6,0.99,0.1
5530,55301,386.7,0.6,0.99,0.1
5531,55311,411.7,0.6,0.99,0.1
5532,55321,301.6,0.6,0.99,0.1
5533,55331,350.4,0.6,0.99,0.1
5534,55341,378.4,0.6,0.99,0.1
5535,55351,266.9,0.6,0.99,0.1
5536,55361,341.8,0.6,0.99,0.1
5537,55371,318.3,0.6,0.99,0.1
5538,55381,272.1,0.6,0.99,0.1
5539,55391,412.0,0.6,0.99,0.1
5540,55401,409.1,0.6,0.99,0.1
5541,55411,443.0,0.6,0.99,0.1
5542,55421,431.5,0.6,0.99,0.1
5543,55431,390.2,0.6,0.99,0.1
5544,55441,400.5,0.6,0.99,0.1
5545,55451,305.8,0.6,0.99,0.1
5546,55461,289.7,0.6,0.99,0.1
5547,55471,397.1,0.6,0.99,0.1
5548,55481,338.4,0.6,0.99,0.1
5549,55491,340.1,0.6,0.99,0.1
5550,55501,288.6,0.6,0.99,0.1
5551,55511,223.6,0.6,0.99,0.1
5552,55521,217.6,0.6,0.99,0.1
5553,55531,207.9,0.6,0.99,0.1
5554,55541,300.7,0.6,0.99,0.1
5555,55551,384.5,0.6,0.99,0.1
5556,55561,240.7,0.6,0.99,0.1
5557,55571,181.3,0.6,0.99,0.1
5558,55581,367.6,0.6,0.99,0.1
5559,55591,299.0,0.6,0.99,0.1
5560,55601,353.2,0.6,0.99,0.1
5561,55611,328.2,0.6,0.99,0.1
5562,55621,358.6,0.6,0.99,0.1
5563,55631,304.3,0.6,0.99,0.1
5564,55641,288.6,0.6,0.99,0.1
5565,55651,251.5,0.6,0.99,0.1
5566,55661,233.4,0.6,0.99,0.1
5567,55671,333.9,0.6,0.99,0.1
5568,55681,293.9,0.6,0.99,0.1
5569,55691,336.5,0.6,0.99,0.1
5570,55701,350.7,0.6,0.99,0.1
5571,55711,369.8,0.6,0.99,0.1
5572,55721,261.6,0.6,0.99,0.1
5573,55731,432.4,0.6,0.99,0.1
5574,55741,349.2,0.6,0.99,0.1
5575,55751,337.1,0.6,0.99,0.1
5576,55761,314.1,0.6,0.99,0.1
5577,55771,227.8,0.6,0.99,0.1
5578,55781,373.2,0.6,0.99,0.1
5579,55791,291.3,0.6,0.99,0.1
5580,55801,293.7,0.6,0.99,0.1
5581,55811,284.6,0.6,0.99,0.1
5582,55821,255.4,0.6,0.99,0.1
5583,55831,253.7,0.6,0.99,0.1
5584,55841,280.0,0.6,0.99,0.1
5585,55851,282.3,0.6,0.99,0.1
5586,55861,332.4,0.6,0.99,0.1
5587,55871,301.3,0.6,0.99,0.1
5588,55881,344.0,0.6,0.99,0.1
5589,55891,395.8,0.6,0.99,0.1
5590,55901,340.6,0.6,0.99,0.1
5591,55911,370.9,0.6,0.99,0.1
5592,55921,360.9,0.6,0.99,0.1
5593,55931,243.4,0.6,0.99,0.1
5594,55941,310.5,0.6,0.99,0.1
5595,55951,323.4,0.6,0.99,0.1
5596,55961,310.6,0.6,0.99,0.1
5597,55971,366.3,0.6,0.99,0.1
5598,55981,204.0,0.6,0.99,0.1
5599,55991,288.9,0.6,0.99,0.1
5600,56001,295.6,0.6,0.99,0.1
5601,56011,271.6,0.6,0.99,0.1
5602,56021,248.4,0.6,0.99,0.1
5603,56031,252.0,0.6,0.99,0.1
5604,56041,366.8,0.6,0.99,0.1
5605,56051,266.7,0.6,0.99,0.1
5606,56061,322.3,0.6,0.99,0.1
5607,56071,274.3,0.6,0.99,0.1
5608,56081,291.5,0.6,0.99,0.1
5609,56091,328.1,0.6,0.99,0.1
5610,56101,308.5,0.6,0.99,0.1
5611,56111,353.3,0.6,0.99,0.1
5612,56121,308.9,0.6,0.99,0.1
5613,56131,322.3,0.6,0.99,0.1
5614,56141,252.0,0.6,0.99,0.1
5615,56151,300.9,0.6,0.99,0.1
5616,56161,305.9,0.6,0.99,0.1
5617,56171,258.3,0.6,0.99,0.1
5618,56181,247.3,0.6,0.99,0.1
5619,56191,400.8,0.6,0.99,0.1
5620,56201,366.5,0.6,0.99,0.1
5621,56211,308.9,0.6,0.99,0.1
5622,56221,186.2,0.6,0.99,0.1
5623,56231,242.8,0.6,0.99,0.1
5624,56241,325.2,0.6,0.99,0.1
5625,56251,277.1,0.6,0.99,0.1
5626,56261,341.9,0.6,0.99,0.1
5627,56271,364.1,0.6,0.99,0.1
5628,56281,322.1,0.6,0.99,0.1
5629,56291,417.2,0.6,0.99,0.1
5630,56301,367.4,0.6,0.99,0.1
5631,56311,345.7,0.6,0.99,0.1
5632,56321,302.6,0.6,0.99,0.1
5633,56331,239.5,0.6,0.99,0.1
5634,56341,332.9,0.6,0.99,0.1
5635,56351,348.6,0.6,0.99,0.1
5636,56361,353.3,0.6,0.99,0.1
5637,56371,340.1,0.6,0.99,0.1
5638,56381,276.4,0.6,0.99,0.1
5639,56391,330.8,0.6,0.99,0.1
5640,56401,349.1,0.6,0.99,0.1
5641,56411,434.6,0.6,0.99,0.1
5642,56421,297.8,0.6,0.99,0.1
5643,56431,336.5,0.6,0.99,0.1
5644,56441,441.9,0.6,0.99,0.1
5645,56451,350.0,0.6,0.99,0.1
5646,56461,426.9,0.6,0.99,0.1
5647,56471,470.9,0.6,0.99,0.1
5648,56481,320.8,0.6,0.99,0.1
5649,56491,396.2,0.6,0.99,0.1
5650,56501,389.0,0.6,0.99,0.1
5651,56511,392.3,0.6,0.99,0.1
5652,56521,455.5,0.6,0.99,0.1
5653,56531,387.2,0.6,0.99,0.1
5654,56541,409.7,0.6,0.99,0.1
5655,56551,370.2,0.6,0.99,0.1
5656,56561,370.4,0.6,0.99,0.1
5657,56571,457.0,0.6,0.99,0.1
5658,56581,323.7,0.6,0.99,0.1
5659,56591,406.6,0.6,0.99,0.1
5660,56601,472.5,0.6,0.99,0.1
5661,56611,461.1,0.6,0.99,0.1
5662,56621,393.7,0.6,0.99,0.1
5663,56631,357.0,0.6,0.99,0.1
5664,56641,419.2,0.6,0.99,0.1
5665,56651,345.7,0.6,0.99,0.1
5666,56661,348.0,0.6,0.99,0.1
5667,56671,292.7,0.6,0.99,0.1
5668,56681,364.3,0.6,0.99,0.1
5669,56691,356.2,0.6,0.99,0.1
5670,56701,480.0,0.6,0.99,0.1
5671,56711,418.0,0.6,0.99,0.1
5672,56721,349.7,0.6,0.99,0.1
5673,56731,319.5,0.6,0.99,0.1
5674,56741,330.0,0.6,0.99,0.1
5675,56751,415.5,0.6,0.99,0.1
5676,56761,370.0,0.6,0.99,0.1
5677,56771,468.5,0.6,0.99,0.1
5678,56781,430.5,0.6,0.99,0.1
5679,56791,438.3,0.6,0.99,0.1
5680,56801,434.1,0.6,0.99,0.1
5681,56811,308.5,0.6,0.99,0.1
5682,56821,248.3,0.6,0.99,0.1
5683,56831,247.4,0.6,0.99,0.1
5684,56841,387.2,0.6,0.99,0.1
5685,56851,346.8,0.6,0.99,0.1
5686,56861,408.0,0.6,0.99,0.1
5687,56871,416.1,0.6,0.99,0.1
5688,56881,466.7,0.6,0.99,0.1
5689,56891,349.3,0.6,0.99,0.1
5690,56901,397.3,0.6,0.99,0.1
5691,56911,368.8,0.6,0.99,0.1
5692,56921,339.4,0.6,0.99,0.1
5693,56931,434.3,0.6,0.99,0.1
5694,56941,485.3,0.6,0.99,0.1
5695,56951,465.0,0.6,0.99,0.1
5696,56961,478.4,0.6,0.99,0.1
5697,56971,461.9,0.6,0.99,0.1
5698,56981,489.0,0.6,0.99,0.1
5699,56991,378.8,0.6,0.99,0.1
5700,57001,376.3,0.6,0.99,0.1
5701,57011,434.8,0.6,0.99,0.1
5702,57021,446.3,0.6,0.99,0.1
5703,57031,388.3,0.6,0.99,0.1
5704,57041,427.8,0.6,0.99,0.1
5705,57051,471.4,0.6,0.99,0.1
5706,57061,433.1,0.6,0.99,0.1
5707,57071,378.5,0.6,0.99,0.1
5708,57081,417.2,0.6,0.99,0.1
5709,57091,497.6,0.6,0.99,0.1
5710,57101,403.1,0.6,0.99,0.1
5711,57111,360.7,0.6,0.99,0.1
5712,57121,343.0,0.6,0.99,0.1
5713,57131,399.4,0.6,0.99,0.1
5714,57141,443.8,0.6,0.99,0.1
5715,57151,255.8,0.6,0.99,0.1
5716,57161,345.7,0.6,0.99,0.1
5717,57171,414.0,0.6,0.99,0.1
5718,57181,381.7,0.6,0.99,0.1
5719,57191,362.2,0.6,0.99,0.1
5720,57201,380.3,0.6,0.99,0.1
5721,57211,417.1,0.6,0.99,0.1
5722,57221,423.7,0.6,0.99,0.1
5723,57231,448.0,0.6,0.99,0.1
5724,57241,388.3,0.6,0.99,0.1
5725,57251,321.5,0.6,0.99,0.1
5726,57261,405.2,0.6,0.99,0.1
5727,57271,388.4,0.6,0.99,0.1
5728,57281,326.8,0.6,0.99,0.1
5729,57291,283.1,0.6,0.99,0.1
5730,57301,374.2,0.6,0.99,0.1
5731,57311,496.2,0.6,0.99,0.1
5732,57321,422.1,0.6,0.99,0.1
5733,57331,396.7,0.6,0.99,0.1
