,Episodes,Avg_rewards,alpha,gamma,epsilon
2152,21521,311.0,0.6,0.99,0.1
2153,21531,342.3,0.6,0.99,0.1
2154,21541,324.8,0.6,0.99,0.1
2155,21551,392.9,0.6,0.99,0.1
2156,21561,331.3,0.6,0.99,0.1
2157,21571,316.4,0.6,0.99,0.1
2158,21581,253.2,0.6,0.99,0.1
2159,21591,210.9,0.6,0.99,0.1
2160,21601,293.1,0.6,0.99,0.1
2161,21611,332.9,0.6,0.99,0.1
2162,21621,264.2,0.6,0.99,0.1
2163,21631,178.9,0.6,0.99,0.1
2164,21641,339.3,0.6,0.99,0.1
2165,21651,242.5,0.6,0.99,0.1
2166,21661,256.3,0.6,0.99,0.1
2167,21671,261.0,0.6,0.99,0.1
2168,21681,340.8,0.6,0.99,0.1
2169,21691,234.4,0.6,0.99,0.1
2170,21701,340.5,0.6,0.99,0.1
2171,21711,285.0,0.6,0.99,0.1
2172,21721,349.2,0.6,0.99,0.1
2173,21731,303.2,0.6,0.99,0.1
2174,21741,233.0,0.6,0.99,0.1
2175,21751,307.3,0.6,0.99,0.1
2176,21761,276.1,0.6,0.99,0.1
2177,21771,232.9,0.6,0.99,0.1
2178,21781,297.5,0.6,0.99,0.1
2179,21791,263.4,0.6,0.99,0.1
2180,21801,235.7,0.6,0.99,0.1
2181,21811,228.8,0.6,0.99,0.1
2182,21821,306.6,0.6,0.99,0.1
2183,21831,206.9,0.6,0.99,0.1
2184,21841,209.1,0.6,0.99,0.1
2185,21851,269.8,0.6,0.99,0.1
2186,21861,300.5,0.6,0.99,0.1
2187,21871,301.2,0.6,0.99,0.1
2188,21881,234.7,0.6,0.99,0.1
2189,21891,237.7,0.6,0.99,0.1
2190,21901,210.0,0.6,0.99,0.1
2191,21911,234.5,0.6,0.99,0.1
2192,21921,247.9,0.6,0.99,0.1
2193,21931,276.7,0.6,0.99,0.1
2194,21941,239.5,0.6,0.99,0.1
2195,21951,206.7,0.6,0.99,0.1
2196,21961,230.0,0.6,0.99,0.1
2197,21971,286.1,0.6,0.99,0.1
2198,21981,204.5,0.6,0.99,0.1
2199,21991,321.1,0.6,0.99,0.1
2200,22001,262.9,0.6,0.99,0.1
2201,22011,235.4,0.6,0.99,0.1
2202,22021,307.6,0.6,0.99,0.1
2203,22031,368.7,0.6,0.99,0.1
2204,22041,284.6,0.6,0.99,0.1
2205,22051,137.3,0.6,0.99,0.1
2206,22061,207.3,0.6,0.99,0.1
2207,22071,268.9,0.6,0.99,0.1
2208,22081,249.4,0.6,0.99,0.1
2209,22091,239.2,0.6,0.99,0.1
2210,22101,302.8,0.6,0.99,0.1
2211,22111,332.6,0.6,0.99,0.1
2212,22121,334.4,0.6,0.99,0.1
2213,22131,163.1,0.6,0.99,0.1
2214,22141,236.3,0.6,0.99,0.1
2215,22151,244.2,0.6,0.99,0.1
2216,22161,210.1,0.6,0.99,0.1
2217,22171,148.3,0.6,0.99,0.1
2218,22181,202.8,0.6,0.99,0.1
2219,22191,239.0,0.6,0.99,0.1
2220,22201,307.1,0.6,0.99,0.1
2221,22211,213.4,0.6,0.99,0.1
2222,22221,195.0,0.6,0.99,0.1
2223,22231,249.6,0.6,0.99,0.1
2224,22241,192.4,0.6,0.99,0.1
2225,22251,185.9,0.6,0.99,0.1
2226,22261,232.8,0.6,0.99,0.1
2227,22271,304.3,0.6,0.99,0.1
2228,22281,176.4,0.6,0.99,0.1
2229,22291,173.1,0.6,0.99,0.1
2230,22301,261.8,0.6,0.99,0.1
2231,22311,140.7,0.6,0.99,0.1
2232,22321,198.1,0.6,0.99,0.1
2233,22331,187.5,0.6,0.99,0.1
2234,22341,199.2,0.6,0.99,0.1
2235,22351,223.3,0.6,0.99,0.1
2236,22361,185.1,0.6,0.99,0.1
2237,22371,314.3,0.6,0.99,0.1
2238,22381,301.5,0.6,0.99,0.1
2239,22391,268.0,0.6,0.99,0.1
2240,22401,382.8,0.6,0.99,0.1
2241,22411,314.2,0.6,0.99,0.1
2242,22421,263.5,0.6,0.99,0.1
2243,22431,282.1,0.6,0.99,0.1
2244,22441,219.2,0.6,0.99,0.1
2245,22451,202.8,0.6,0.99,0.1
2246,22461,252.9,0.6,0.99,0.1
2247,22471,225.5,0.6,0.99,0.1
2248,22481,272.3,0.6,0.99,0.1
2249,22491,246.6,0.6,0.99,0.1
2250,22501,270.7,0.6,0.99,0.1
2251,22511,292.8,0.6,0.99,0.1
2252,22521,184.9,0.6,0.99,0.1
2253,22531,298.6,0.6,0.99,0.1
2254,22541,173.2,0.6,0.99,0.1
2255,22551,193.3,0.6,0.99,0.1
2256,22561,166.4,0.6,0.99,0.1
2257,22571,301.9,0.6,0.99,0.1
2258,22581,248.5,0.6,0.99,0.1
2259,22591,154.4,0.6,0.99,0.1
2260,22601,214.1,0.6,0.99,0.1
2261,22611,190.2,0.6,0.99,0.1
2262,22621,167.8,0.6,0.99,0.1
2263,22631,146.3,0.6,0.99,0.1
2264,22641,176.4,0.6,0.99,0.1
2265,22651,202.6,0.6,0.99,0.1
2266,22661,190.7,0.6,0.99,0.1
2267,22671,237.3,0.6,0.99,0.1
2268,22681,186.9,0.6,0.99,0.1
2269,22691,178.0,0.6,0.99,0.1
2270,22701,171.1,0.6,0.99,0.1
2271,22711,176.5,0.6,0.99,0.1
2272,22721,278.1,0.6,0.99,0.1
2273,22731,293.4,0.6,0.99,0.1
2274,22741,274.0,0.6,0.99,0.1
2275,22751,289.3,0.6,0.99,0.1
2276,22761,228.4,0.6,0.99,0.1
2277,22771,122.9,0.6,0.99,0.1
2278,22781,279.1,0.6,0.99,0.1
2279,22791,169.3,0.6,0.99,0.1
2280,22801,263.6,0.6,0.99,0.1
2281,22811,273.5,0.6,0.99,0.1
2282,22821,228.1,0.6,0.99,0.1
2283,22831,261.9,0.6,0.99,0.1
2284,22841,282.1,0.6,0.99,0.1
2285,22851,295.2,0.6,0.99,0.1
2286,22861,311.2,0.6,0.99,0.1
2287,22871,260.7,0.6,0.99,0.1
2288,22881,336.5,0.6,0.99,0.1
2289,22891,285.7,0.6,0.99,0.1
2290,22901,220.7,0.6,0.99,0.1
2291,22911,327.8,0.6,0.99,0.1
2292,22921,235.2,0.6,0.99,0.1
2293,22931,210.3,0.6,0.99,0.1
2294,22941,246.9,0.6,0.99,0.1
2295,22951,193.5,0.6,0.99,0.1
2296,22961,205.0,0.6,0.99,0.1
2297,22971,208.8,0.6,0.99,0.1
2298,22981,238.8,0.6,0.99,0.1
2299,22991,132.7,0.6,0.99,0.1
2300,23001,221.4,0.6,0.99,0.1
2301,23011,324.8,0.6,0.99,0.1
2302,23021,306.5,0.6,0.99,0.1
2303,23031,282.8,0.6,0.99,0.1
2304,23041,238.0,0.6,0.99,0.1
2305,23051,289.4,0.6,0.99,0.1
2306,23061,294.0,0.6,0.99,0.1
2307,23071,338.1,0.6,0.99,0.1
2308,23081,212.6,0.6,0.99,0.1
2309,23091,199.5,0.6,0.99,0.1
2310,23101,231.7,0.6,0.99,0.1
2311,23111,408.6,0.6,0.99,0.1
2312,23121,304.5,0.6,0.99,0.1
2313,23131,261.2,0.6,0.99,0.1
2314,23141,394.8,0.6,0.99,0.1
2315,23151,313.8,0.6,0.99,0.1
2316,23161,225.8,0.6,0.99,0.1
2317,23171,323.8,0.6,0.99,0.1
2318,23181,257.2,0.6,0.99,0.1
2319,23191,349.7,0.6,0.99,0.1
2320,23201,356.1,0.6,0.99,0.1
2321,23211,270.6,0.6,0.99,0.1
2322,23221,396.8,0.6,0.99,0.1
2323,23231,334.7,0.6,0.99,0.1
2324,23241,277.3,0.6,0.99,0.1
2325,23251,320.4,0.6,0.99,0.1
2326,23261,337.5,0.6,0.99,0.1
2327,23271,333.7,0.6,0.99,0.1
2328,23281,246.4,0.6,0.99,0.1
2329,23291,370.6,0.6,0.99,0.1
2330,23301,229.9,0.6,0.99,0.1
2331,23311,326.7,0.6,0.99,0.1
2332,23321,333.6,0.6,0.99,0.1
2333,23331,330.7,0.6,0.99,0.1
2334,23341,375.2,0.6,0.99,0.1
2335,23351,355.6,0.6,0.99,0.1
2336,23361,327.0,0.6,0.99,0.1
2337,23371,322.0,0.6,0.99,0.1
2338,23381,248.8,0.6,0.99,0.1
2339,23391,360.3,0.6,0.99,0.1
2340,23401,338.5,0.6,0.99,0.1
2341,23411,238.5,0.6,0.99,0.1
2342,23421,266.4,0.6,0.99,0.1
2343,23431,315.3,0.6,0.99,0.1
2344,23441,309.6,0.6,0.99,0.1
2345,23451,289.1,0.6,0.99,0.1
2346,23461,298.8,0.6,0.99,0.1
2347,23471,318.6,0.6,0.99,0.1
2348,23481,271.2,0.6,0.99,0.1
2349,23491,243.2,0.6,0.99,0.1
2350,23501,272.3,0.6,0.99,0.1
2351,23511,281.9,0.6,0.99,0.1
2352,23521,253.3,0.6,0.99,0.1
2353,23531,229.7,0.6,0.99,0.1
2354,23541,278.0,0.6,0.99,0.1
2355,23551,272.0,0.6,0.99,0.1
2356,23561,307.2,0.6,0.99,0.1
2357,23571,297.7,0.6,0.99,0.1
2358,23581,283.7,0.6,0.99,0.1
2359,23591,380.1,0.6,0.99,0.1
2360,23601,290.9,0.6,0.99,0.1
2361,23611,344.3,0.6,0.99,0.1
2362,23621,245.7,0.6,0.99,0.1
2363,23631,320.8,0.6,0.99,0.1
2364,23641,325.0,0.6,0.99,0.1
2365,23651,296.1,0.6,0.99,0.1
2366,23661,373.5,0.6,0.99,0.1
2367,23671,291.7,0.6,0.99,0.1
2368,23681,273.6,0.6,0.99,0.1
2369,23691,318.9,0.6,0.99,0.1
2370,23701,345.5,0.6,0.99,0.1
2371,23711,207.9,0.6,0.99,0.1
2372,23721,318.3,0.6,0.99,0.1
2373,23731,337.5,0.6,0.99,0.1
2374,23741,330.1,0.6,0.99,0.1
2375,23751,244.2,0.6,0.99,0.1
2376,23761,285.1,0.6,0.99,0.1
2377,23771,161.2,0.6,0.99,0.1
2378,23781,278.6,0.6,0.99,0.1
2379,23791,220.7,0.6,0.99,0.1
2380,23801,280.8,0.6,0.99,0.1
2381,23811,211.4,0.6,0.99,0.1
2382,23821,165.3,0.6,0.99,0.1
2383,23831,358.4,0.6,0.99,0.1
2384,23841,304.4,0.6,0.99,0.1
2385,23851,352.0,0.6,0.99,0.1
2386,23861,259.3,0.6,0.99,0.1
2387,23871,256.7,0.6,0.99,0.1
2388,23881,232.7,0.6,0.99,0.1
2389,23891,176.6,0.6,0.99,0.1
2390,23901,155.6,0.6,0.99,0.1
2391,23911,289.8,0.6,0.99,0.1
2392,23921,247.2,0.6,0.99,0.1
2393,23931,349.2,0.6,0.99,0.1
2394,23941,203.9,0.6,0.99,0.1
2395,23951,295.2,0.6,0.99,0.1
2396,23961,238.8,0.6,0.99,0.1
2397,23971,256.3,0.6,0.99,0.1
2398,23981,197.6,0.6,0.99,0.1
2399,23991,348.1,0.6,0.99,0.1
2400,24001,258.3,0.6,0.99,0.1
2401,24011,359.0,0.6,0.99,0.1
2402,24021,215.8,0.6,0.99,0.1
2403,24031,278.3,0.6,0.99,0.1
2404,24041,283.8,0.6,0.99,0.1
2405,24051,214.0,0.6,0.99,0.1
2406,24061,254.7,0.6,0.99,0.1
2407,24071,299.8,0.6,0.99,0.1
2408,24081,292.4,0.6,0.99,0.1
2409,24091,284.2,0.6,0.99,0.1
2410,24101,224.4,0.6,0.99,0.1
2411,24111,212.7,0.6,0.99,0.1
2412,24121,316.8,0.6,0.99,0.1
2413,24131,270.8,0.6,0.99,0.1
2414,24141,234.9,0.6,0.99,0.1
2415,24151,308.6,0.6,0.99,0.1
2416,24161,287.6,0.6,0.99,0.1
2417,24171,337.4,0.6,0.99,0.1
2418,24181,312.7,0.6,0.99,0.1
2419,24191,189.9,0.6,0.99,0.1
2420,24201,223.4,0.6,0.99,0.1
2421,24211,310.6,0.6,0.99,0.1
2422,24221,272.8,0.6,0.99,0.1
2423,24231,242.9,0.6,0.99,0.1
2424,24241,206.2,0.6,0.99,0.1
2425,24251,213.2,0.6,0.99,0.1
2426,24261,233.1,0.6,0.99,0.1
2427,24271,259.0,0.6,0.99,0.1
2428,24281,339.5,0.6,0.99,0.1
2429,24291,268.7,0.6,0.99,0.1
2430,24301,315.0,0.6,0.99,0.1
2431,24311,323.9,0.6,0.99,0.1
2432,24321,282.2,0.6,0.99,0.1
2433,24331,336.1,0.6,0.99,0.1
2434,24341,336.1,0.6,0.99,0.1
2435,24351,305.7,0.6,0.99,0.1
2436,24361,300.1,0.6,0.99,0.1
2437,24371,248.8,0.6,0.99,0.1
2438,24381,201.4,0.6,0.99,0.1
2439,24391,192.8,0.6,0.99,0.1
2440,24401,342.5,0.6,0.99,0.1
2441,24411,174.5,0.6,0.99,0.1
2442,24421,285.3,0.6,0.99,0.1
2443,24431,284.9,0.6,0.99,0.1
2444,24441,302.7,0.6,0.99,0.1
2445,24451,254.0,0.6,0.99,0.1
2446,24461,289.5,0.6,0.99,0.1
2447,24471,229.2,0.6,0.99,0.1
2448,24481,350.7,0.6,0.99,0.1
2449,24491,336.7,0.6,0.99,0.1
2450,24501,208.4,0.6,0.99,0.1
2451,24511,265.5,0.6,0.99,0.1
2452,24521,263.8,0.6,0.99,0.1
2453,24531,233.7,0.6,0.99,0.1
2454,24541,284.7,0.6,0.99,0.1
2455,24551,249.1,0.6,0.99,0.1
2456,24561,271.3,0.6,0.99,0.1
2457,24571,237.1,0.6,0.99,0.1
2458,24581,187.2,0.6,0.99,0.1
2459,24591,216.6,0.6,0.99,0.1
2460,24601,239.2,0.6,0.99,0.1
2461,24611,293.4,0.6,0.99,0.1
2462,24621,317.4,0.6,0.99,0.1
2463,24631,348.2,0.6,0.99,0.1
2464,24641,258.4,0.6,0.99,0.1
2465,24651,284.7,0.6,0.99,0.1
2466,24661,268.1,0.6,0.99,0.1
2467,24671,202.3,0.6,0.99,0.1
2468,24681,203.1,0.6,0.99,0.1
2469,24691,243.5,0.6,0.99,0.1
2470,24701,213.2,0.6,0.99,0.1
2471,24711,189.5,0.6,0.99,0.1
2472,24721,225.9,0.6,0.99,0.1
2473,24731,196.3,0.6,0.99,0.1
2474,24741,230.7,0.6,0.99,0.1
2475,24751,203.7,0.6,0.99,0.1
2476,24761,308.2,0.6,0.99,0.1
2477,24771,184.1,0.6,0.99,0.1
2478,24781,275.0,0.6,0.99,0.1
2479,24791,309.7,0.6,0.99,0.1
2480,24801,271.1,0.6,0.99,0.1
2481,24811,256.8,0.6,0.99,0.1
2482,24821,292.3,0.6,0.99,0.1
2483,24831,235.6,0.6,0.99,0.1
2484,24841,235.2,0.6,0.99,0.1
2485,24851,345.9,0.6,0.99,0.1
2486,24861,302.1,0.6,0.99,0.1
2487,24871,241.4,0.6,0.99,0.1
2488,24881,376.2,0.6,0.99,0.1
2489,24891,247.3,0.6,0.99,0.1
2490,24901,245.4,0.6,0.99,0.1
2491,24911,344.0,0.6,0.99,0.1
2492,24921,243.1,0.6,0.99,0.1
2493,24931,354.2,0.6,0.99,0.1
2494,24941,325.8,0.6,0.99,0.1
2495,24951,332.2,0.6,0.99,0.1
2496,24961,338.9,0.6,0.99,0.1
2497,24971,303.2,0.6,0.99,0.1
2498,24981,312.5,0.6,0.99,0.1
2499,24991,306.1,0.6,0.99,0.1
2500,25001,332.1,0.6,0.99,0.1
2501,25011,218.5,0.6,0.99,0.1
2502,25021,234.6,0.6,0.99,0.1
2503,25031,263.7,0.6,0.99,0.1
2504,25041,251.6,0.6,0.99,0.1
2505,25051,310.2,0.6,0.99,0.1
2506,25061,293.3,0.6,0.99,0.1
2507,25071,309.8,0.6,0.99,0.1
2508,25081,340.5,0.6,0.99,0.1
2509,25091,291.0,0.6,0.99,0.1
2510,25101,301.2,0.6,0.99,0.1
2511,25111,286.4,0.6,0.99,0.1
2512,25121,266.3,0.6,0.99,0.1
2513,25131,221.5,0.6,0.99,0.1
2514,25141,242.4,0.6,0.99,0.1
2515,25151,196.8,0.6,0.99,0.1
2516,25161,317.9,0.6,0.99,0.1
2517,25171,256.3,0.6,0.99,0.1
2518,25181,259.4,0.6,0.99,0.1
2519,25191,292.9,0.6,0.99,0.1
2520,25201,264.1,0.6,0.99,0.1
2521,25211,239.6,0.6,0.99,0.1
2522,25221,408.9,0.6,0.99,0.1
2523,25231,241.5,0.6,0.99,0.1
2524,25241,337.0,0.6,0.99,0.1
2525,25251,250.3,0.6,0.99,0.1
2526,25261,321.0,0.6,0.99,0.1
2527,25271,322.1,0.6,0.99,0.1
2528,25281,206.5,0.6,0.99,0.1
2529,25291,272.3,0.6,0.99,0.1
2530,25301,340.4,0.6,0.99,0.1
2531,25311,241.4,0.6,0.99,0.1
2532,25321,412.1,0.6,0.99,0.1
2533,25331,214.9,0.6,0.99,0.1
2534,25341,274.9,0.6,0.99,0.1
2535,25351,183.8,0.6,0.99,0.1
2536,25361,216.6,0.6,0.99,0.1
2537,25371,327.4,0.6,0.99,0.1
2538,25381,236.0,0.6,0.99,0.1
2539,25391,292.5,0.6,0.99,0.1
2540,25401,282.0,0.6,0.99,0.1
2541,25411,405.9,0.6,0.99,0.1
2542,25421,374.4,0.6,0.99,0.1
2543,25431,266.1,0.6,0.99,0.1
2544,25441,209.5,0.6,0.99,0.1
2545,25451,351.1,0.6,0.99,0.1
2546,25461,298.2,0.6,0.99,0.1
2547,25471,363.9,0.6,0.99,0.1
2548,25481,324.7,0.6,0.99,0.1
2549,25491,366.7,0.6,0.99,0.1
2550,25501,282.9,0.6,0.99,0.1
2551,25511,285.6,0.6,0.99,0.1
2552,25521,331.2,0.6,0.99,0.1
2553,25531,272.8,0.6,0.99,0.1
2554,25541,254.3,0.6,0.99,0.1
2555,25551,393.8,0.6,0.99,0.1
2556,25561,213.0,0.6,0.99,0.1
2557,25571,345.8,0.6,0.99,0.1
2558,25581,338.1,0.6,0.99,0.1
2559,25591,389.1,0.6,0.99,0.1
2560,25601,273.4,0.6,0.99,0.1
2561,25611,241.8,0.6,0.99,0.1
2562,25621,390.1,0.6,0.99,0.1
2563,25631,264.7,0.6,0.99,0.1
2564,25641,356.3,0.6,0.99,0.1
2565,25651,400.4,0.6,0.99,0.1
2566,25661,289.4,0.6,0.99,0.1
2567,25671,225.0,0.6,0.99,0.1
2568,25681,241.5,0.6,0.99,0.1
2569,25691,243.2,0.6,0.99,0.1
2570,25701,292.0,0.6,0.99,0.1
2571,25711,298.8,0.6,0.99,0.1
2572,25721,275.3,0.6,0.99,0.1
2573,25731,222.2,0.6,0.99,0.1
2574,25741,329.5,0.6,0.99,0.1
2575,25751,368.2,0.6,0.99,0.1
2576,25761,341.0,0.6,0.99,0.1
2577,25771,354.8,0.6,0.99,0.1
2578,25781,361.5,0.6,0.99,0.1
2579,25791,300.4,0.6,0.99,0.1
2580,25801,289.5,0.6,0.99,0.1
2581,25811,320.0,0.6,0.99,0.1
2582,25821,316.7,0.6,0.99,0.1
2583,25831,283.6,0.6,0.99,0.1
2584,25841,308.5,0.6,0.99,0.1
2585,25851,439.0,0.6,0.99,0.1
2586,25861,255.5,0.6,0.99,0.1
2587,25871,226.8,0.6,0.99,0.1
2588,25881,256.9,0.6,0.99,0.1
2589,25891,254.0,0.6,0.99,0.1
2590,25901,298.9,0.6,0.99,0.1
2591,25911,268.0,0.6,0.99,0.1
2592,25921,291.4,0.6,0.99,0.1
2593,25931,336.2,0.6,0.99,0.1
2594,25941,252.4,0.6,0.99,0.1
2595,25951,350.5,0.6,0.99,0.1
2596,25961,291.9,0.6,0.99,0.1
2597,25971,329.2,0.6,0.99,0.1
2598,25981,269.3,0.6,0.99,0.1
2599,25991,250.0,0.6,0.99,0.1
2600,26001,351.4,0.6,0.99,0.1
2601,26011,377.9,0.6,0.99,0.1
2602,26021,315.4,0.6,0.99,0.1
2603,26031,391.2,0.6,0.99,0.1
2604,26041,293.1,0.6,0.99,0.1
2605,26051,360.4,0.6,0.99,0.1
2606,26061,309.0,0.6,0.99,0.1
2607,26071,431.0,0.6,0.99,0.1
2608,26081,331.5,0.6,0.99,0.1
2609,26091,400.7,0.6,0.99,0.1
2610,26101,282.4,0.6,0.99,0.1
2611,26111,321.8,0.6,0.99,0.1
2612,26121,296.8,0.6,0.99,0.1
2613,26131,340.8,0.6,0.99,0.1
2614,26141,292.1,0.6,0.99,0.1
2615,26151,310.7,0.6,0.99,0.1
2616,26161,359.9,0.6,0.99,0.1
2617,26171,250.8,0.6,0.99,0.1
2618,26181,168.7,0.6,0.99,0.1
2619,26191,239.7,0.6,0.99,0.1
2620,26201,279.3,0.6,0.99,0.1
2621,26211,246.5,0.6,0.99,0.1
2622,26221,287.5,0.6,0.99,0.1
2623,26231,383.2,0.6,0.99,0.1
2624,26241,332.2,0.6,0.99,0.1
2625,26251,305.4,0.6,0.99,0.1
2626,26261,379.5,0.6,0.99,0.1
2627,26271,330.9,0.6,0.99,0.1
2628,26281,251.9,0.6,0.99,0.1
2629,26291,220.5,0.6,0.99,0.1
2630,26301,268.6,0.6,0.99,0.1
2631,26311,275.6,0.6,0.99,0.1
2632,26321,361.5,0.6,0.99,0.1
2633,26331,229.0,0.6,0.99,0.1
2634,26341,332.2,0.6,0.99,0.1
2635,26351,194.8,0.6,0.99,0.1
2636,26361,333.8,0.6,0.99,0.1
2637,26371,257.6,0.6,0.99,0.1
2638,26381,247.2,0.6,0.99,0.1
2639,26391,166.0,0.6,0.99,0.1
2640,26401,249.6,0.6,0.99,0.1
2641,26411,237.6,0.6,0.99,0.1
2642,26421,357.6,0.6,0.99,0.1
2643,26431,362.6,0.6,0.99,0.1
2644,26441,286.1,0.6,0.99,0.1
2645,26451,270.9,0.6,0.99,0.1
2646,26461,230.8,0.6,0.99,0.1
2647,26471,342.5,0.6,0.99,0.1
2648,26481,274.8,0.6,0.99,0.1
2649,26491,288.1,0.6,0.99,0.1
2650,26501,278.9,0.6,0.99,0.1
2651,26511,195.3,0.6,0.99,0.1
2652,26521,252.8,0.6,0.99,0.1
2653,26531,215.0,0.6,0.99,0.1
2654,26541,278.5,0.6,0.99,0.1
2655,26551,186.0,0.6,0.99,0.1
2656,26561,162.7,0.6,0.99,0.1
2657,26571,266.3,0.6,0.99,0.1
2658,26581,325.0,0.6,0.99,0.1
2659,26591,254.3,0.6,0.99,0.1
2660,26601,324.5,0.6,0.99,0.1
2661,26611,315.6,0.6,0.99,0.1
2662,26621,265.6,0.6,0.99,0.1
2663,26631,210.9,0.6,0.99,0.1
2664,26641,332.6,0.6,0.99,0.1
2665,26651,273.2,0.6,0.99,0.1
2666,26661,343.1,0.6,0.99,0.1
2667,26671,335.9,0.6,0.99,0.1
2668,26681,351.9,0.6,0.99,0.1
2669,26691,270.2,0.6,0.99,0.1
2670,26701,393.7,0.6,0.99,0.1
2671,26711,216.8,0.6,0.99,0.1
2672,26721,291.4,0.6,0.99,0.1
2673,26731,304.3,0.6,0.99,0.1
2674,26741,412.9,0.6,0.99,0.1
2675,26751,337.7,0.6,0.99,0.1
2676,26761,391.8,0.6,0.99,0.1
2677,26771,345.6,0.6,0.99,0.1
2678,26781,368.5,0.6,0.99,0.1
2679,26791,349.1,0.6,0.99,0.1
2680,26801,189.7,0.6,0.99,0.1
2681,26811,286.4,0.6,0.99,0.1
2682,26821,230.3,0.6,0.99,0.1
2683,26831,299.1,0.6,0.99,0.1
2684,26841,268.2,0.6,0.99,0.1
2685,26851,301.2,0.6,0.99,0.1
2686,26861,268.5,0.6,0.99,0.1
2687,26871,378.2,0.6,0.99,0.1
2688,26881,376.7,0.6,0.99,0.1
2689,26891,307.8,0.6,0.99,0.1
2690,26901,473.2,0.6,0.99,0.1
2691,26911,418.1,0.6,0.99,0.1
2692,26921,297.2,0.6,0.99,0.1
2693,26931,276.2,0.6,0.99,0.1
2694,26941,210.8,0.6,0.99,0.1
2695,26951,420.5,0.6,0.99,0.1
2696,26961,311.7,0.6,0.99,0.1
2697,26971,305.8,0.6,0.99,0.1
2698,26981,345.6,0.6,0.99,0.1
2699,26991,454.4,0.6,0.99,0.1
2700,27001,296.7,0.6,0.99,0.1
2701,27011,366.5,0.6,0.99,0.1
2702,27021,274.5,0.6,0.99,0.1
2703,27031,345.7,0.6,0.99,0.1
2704,27041,321.9,0.6,0.99,0.1
2705,27051,241.0,0.6,0.99,0.1
2706,27061,307.6,0.6,0.99,0.1
2707,27071,309.9,0.6,0.99,0.1
2708,27081,366.0,0.6,0.99,0.1
2709,27091,384.4,0.6,0.99,0.1
2710,27101,352.4,0.6,0.99,0.1
2711,27111,314.6,0.6,0.99,0.1
2712,27121,252.4,0.6,0.99,0.1
2713,27131,353.8,0.6,0.99,0.1
2714,27141,280.9,0.6,0.99,0.1
2715,27151,202.6,0.6,0.99,0.1
2716,27161,348.6,0.6,0.99,0.1
2717,27171,339.0,0.6,0.99,0.1
2718,27181,324.1,0.6,0.99,0.1
2719,27191,427.3,0.6,0.99,0.1
2720,27201,451.4,0.6,0.99,0.1
2721,27211,421.1,0.6,0.99,0.1
2722,27221,344.4,0.6,0.99,0.1
2723,27231,426.6,0.6,0.99,0.1
2724,27241,334.3,0.6,0.99,0.1
2725,27251,355.4,0.6,0.99,0.1
2726,27261,350.8,0.6,0.99,0.1
2727,27271,396.0,0.6,0.99,0.1
2728,27281,265.5,0.6,0.99,0.1
2729,27291,344.8,0.6,0.99,0.1
2730,27301,305.2,0.6,0.99,0.1
2731,27311,306.0,0.6,0.99,0.1
2732,27321,324.9,0.6,0.99,0.1
2733,27331,214.0,0.6,0.99,0.1
2734,27341,291.2,0.6,0.99,0.1
2735,27351,340.8,0.6,0.99,0.1
2736,27361,318.9,0.6,0.99,0.1
2737,27371,334.0,0.6,0.99,0.1
2738,27381,438.8,0.6,0.99,0.1
2739,27391,319.8,0.6,0.99,0.1
2740,27401,408.0,0.6,0.99,0.1
2741,27411,311.5,0.6,0.99,0.1
2742,27421,298.4,0.6,0.99,0.1
2743,27431,376.2,0.6,0.99,0.1
2744,27441,310.4,0.6,0.99,0.1
2745,27451,312.5,0.6,0.99,0.1
2746,27461,296.3,0.6,0.99,0.1
2747,27471,283.0,0.6,0.99,0.1
2748,27481,383.8,0.6,0.99,0.1
2749,27491,461.6,0.6,0.99,0.1
2750,27501,407.9,0.6,0.99,0.1
2751,27511,353.5,0.6,0.99,0.1
2752,27521,281.5,0.6,0.99,0.1
2753,27531,388.7,0.6,0.99,0.1
2754,27541,451.8,0.6,0.99,0.1
2755,27551,355.6,0.6,0.99,0.1
2756,27561,258.4,0.6,0.99,0.1
2757,27571,270.5,0.6,0.99,0.1
2758,27581,287.9,0.6,0.99,0.1
2759,27591,307.0,0.6,0.99,0.1
2760,27601,299.3,0.6,0.99,0.1
2761,27611,227.2,0.6,0.99,0.1
2762,27621,282.6,0.6,0.99,0.1
2763,27631,396.7,0.6,0.99,0.1
2764,27641,293.2,0.6,0.99,0.1
2765,27651,260.3,0.6,0.99,0.1
2766,27661,370.3,0.6,0.99,0.1
2767,27671,323.5,0.6,0.99,0.1
2768,27681,313.6,0.6,0.99,0.1
2769,27691,258.9,0.6,0.99,0.1
2770,27701,187.3,0.6,0.99,0.1
2771,27711,330.2,0.6,0.99,0.1
2772,27721,374.7,0.6,0.99,0.1
2773,27731,384.8,0.6,0.99,0.1
2774,27741,462.4,0.6,0.99,0.1
2775,27751,339.2,0.6,0.99,0.1
2776,27761,418.9,0.6,0.99,0.1
2777,27771,397.0,0.6,0.99,0.1
2778,27781,380.2,0.6,0.99,0.1
2779,27791,417.5,0.6,0.99,0.1
2780,27801,368.8,0.6,0.99,0.1
2781,27811,326.1,0.6,0.99,0.1
2782,27821,367.5,0.6,0.99,0.1
2783,27831,336.0,0.6,0.99,0.1
2784,27841,343.6,0.6,0.99,0.1
2785,27851,379.3,0.6,0.99,0.1
2786,27861,445.3,0.6,0.99,0.1
